level,word,sentence
3,agreeable,His _____ manner was appreciated by all in the practice session.
3,allusion,The poem contained an _____ to a famous Greek myth.
3,allusion,Her _____ was subtle but clear in class.
3,allusion,The _____ made the story richer during the lesson.
3,allusion,He understood the _____ immediately during the match at school.
3,allusion,The _____ added depth to the text during the activity.
3,allusion,She spotted the _____ to the earlier event in the library.
3,allusion,The _____ was cleverly hidden on the trip during the discussion.
3,allusion,His _____ was appreciated by readers in the exercise.
3,allusion,The _____ enhanced the meaning that morning in the story.
3,allusion,She made an _____ to the previous chapter during the task.
3,altitude,The plane flew at a high _____ above the clouds.
3,altitude,The mountain's _____ made climbing difficult in the practice session.
3,altitude,She measured the _____ carefully during the lesson in class.
3,altitude,The _____ affected the temperature in class during the lesson.
3,altitude,He was unused to the high _____ at school.
3,altitude,The _____ of the building was impressive in the long term.
3,altitude,She recorded the _____ accurately at school in the library.
3,altitude,The _____ made breathing harder during the match during the discussion.
3,altitude,He checked the _____ on the instrument in the exercise.
3,altitude,The _____ was higher than expected in the story.
3,ambiguous,His _____ answer left everyone confused about his intentions.
3,ambiguous,The _____ instructions were difficult to follow during the task.
3,ambiguous,She gave an _____ response that didn't help in the practice session.
3,ambiguous,The _____ message could be interpreted in different ways.
3,ambiguous,His _____ explanation created more questions in class.
3,ambiguous,The _____ statement was open to interpretation during the lesson.
3,ambiguous,She left an _____ impression on everyone at school.
3,ambiguous,The _____ rules caused confusion on the trip during the activity.
3,ambiguous,His _____ behaviour puzzled his friends in the library.
3,ambiguous,The _____ situation required clarification that morning during the discussion.
3,ambition,Her _____ was to become a doctor and help people.
3,ambition,His _____ drove him to work hard in the exercise.
3,ambition,The _____ to succeed was strong in the story.
3,ambition,She pursued her _____ with determination during the task.
3,ambition,His _____ was finally realised during the lesson in the practice session.
3,ambition,The _____ motivated her daily in class in class.
3,ambition,She never lost sight of her _____ during the lesson.
3,ambition,His _____ was ambitious but achievable at school.
3,ambition,The _____ required great effort at school during the activity.
3,ambition,She achieved her lifelong _____ during the match in the library.
3,amicable,The neighbours reached an _____ agreement about the fence.
3,amicable,Her _____ approach resolved the conflict during the discussion.
3,amicable,The _____ discussion led to a solution in the exercise.
3,amicable,He tried to be _____ despite the disagreement in the story.
3,amicable,The _____ tone helped calm everyone down during the task.
3,amicable,She maintained an _____ attitude throughout in the practice session.
3,amicable,The _____ resolution satisfied both sides in class.
3,amicable,His _____ manner prevented further arguments during the lesson.
3,amicable,The _____ conversation was productive on the trip at school.
3,amicable,She showed an _____ spirit in negotiations during the activity.
3,amorphous,The _____ blob of clay was waiting to be sculpted.
3,amorphous,Her _____ ideas needed more structure in the library.
3,amorphous,The _____ cloud changed shape constantly during the discussion.
3,amorphous,He had an _____ plan that lacked detail in the exercise.
3,amorphous,The _____ mass had no clear boundaries in the story.
3,amorphous,She found the _____ concept difficult to grasp during the task.
3,amorphous,The _____ substance was hard to describe in the practice session.
3,amorphous,His _____ thoughts needed organisation that morning in class.
3,amorphous,The _____ design was intentionally vague during the lesson.
3,amorphous,She worked with the _____ material creatively at school.
3,analogy,The teacher used an _____ to explain the difficult concept.
3,analogy,Her _____ helped everyone understand during the lesson during the activity.
3,analogy,The _____ made the idea clearer in the library.
3,analogy,He drew an _____ between the two situations during the discussion.
3,analogy,The _____ was very effective in class in the exercise.
3,analogy,She created an _____ that worked perfectly in the story.
3,analogy,The _____ simplified the complex topic during the task.
3,analogy,His _____ was creative and helpful in the practice session.
3,analogy,The _____ illuminated the problem at school in class.
3,analogy,She found the _____ very useful during the lesson.
3,annihilated,The earthquake _____ the village in seconds at school.
3,annihilated,Her mistake _____ all their hard work during the activity.
3,annihilated,The fire _____ everything in the building in the library.
3,annihilated,He watched as the storm _____ the crops during the discussion.
3,annihilated,The explosion _____ the entire structure in the exercise.
3,annihilated,She couldn't believe how quickly it was _____ in the story.
3,annihilated,The attack _____ the enemy's defences during the task.
3,annihilated,His actions _____ their chances of success in the practice session.
3,annihilated,The disaster _____ years of progress in class.
3,annihilated,She saw how the war _____ the city during the lesson.
3,antagonize,She did not want to _____ her brother before the trip.
3,antagonize,The comment would _____ anyone who heard it at school.
3,antagonize,He didn't want to _____ his parents before the trip.
3,antagonize,Her words seemed designed to _____ the audience during the activity.
3,antagonize,The decision might _____ some of the team members.
3,antagonize,They warned him not to _____ the judge in the library.
3,antagonize,The proposal could _____ those who disagreed during the discussion.
3,antagonize,She was careful not to _____ her best friend.
3,antagonize,His actions would _____ anyone watching in the exercise.
3,antagonize,The teacher didn't want to _____ the students in the story.
3,antipathy,She felt _____ towards people who were unkind to animals.
3,antipathy,His _____ for the subject was obvious during the task.
3,antipathy,The _____ between them was mutual in the practice session.
3,antipathy,He showed clear _____ for the proposal in class.
3,antipathy,Her _____ made cooperation difficult during the match during the lesson.
3,antipathy,The _____ was evident in her expression at school.
3,antipathy,He couldn't hide his _____ for the idea during the activity.
3,antipathy,The _____ created tension in the group in the library.
3,antipathy,Her _____ prevented them from working together during the discussion.
3,antipathy,The _____ was stronger than expected in the exercise.
3,antiquated,The _____ computer system needed to be replaced in the story.
3,antiquated,Her _____ ideas were no longer relevant during the task.
3,antiquated,The _____ methods were inefficient on the trip in the practice session.
3,antiquated,He used an _____ approach that didn't work in class.
3,antiquated,The _____ equipment was unreliable that morning during the lesson.
3,antiquated,She had _____ views on the subject at school.
3,antiquated,The _____ technology was obsolete during the lesson during the activity.
3,antiquated,His _____ thinking held back progress in the library.
3,antiquated,The _____ system couldn't handle modern demands during the discussion.
3,antiquated,She found the _____ style charming but impractical in the exercise.
3,antithesis,His calm manner was the _____ of her nervous energy.
3,antithesis,The result was the complete _____ of what was expected.
3,antithesis,She represented the _____ of everything he believed in the story.
3,antithesis,The two ideas were the _____ of each other.
3,antithesis,His behaviour was the _____ of hers during the task.
3,antithesis,The outcome was the _____ of the prediction in the practice session.
3,antithesis,She was the _____ of her sister in every way.
3,antithesis,The solution was the _____ of the problem in class.
3,antithesis,His approach was the _____ of traditional methods during the lesson.
3,antithesis,The answer was the _____ of what they thought.
3,apathetic,The _____ crowd showed no reaction to the speech.
3,apathetic,Her _____ attitude disappointed her teachers at school.
3,apathetic,The _____ response was unexpected in class during the activity.
3,apathetic,He seemed _____ about the exciting news in the library.
3,apathetic,The _____ students didn't participate in class during the discussion.
3,apathetic,She showed an _____ expression throughout in the exercise.
3,apathetic,The _____ audience barely applauded at school in the story.
3,apathetic,His _____ behaviour concerned his parents during the task.
3,apathetic,The _____ reaction surprised everyone during the match in the practice session.
3,apathetic,She remained _____ despite the encouragement in class.
3,aphorism,The wise _____ reminded us that time waits for no one.
3,aphorism,She quoted a famous _____ about perseverance during the lesson.
3,aphorism,The _____ contained valuable wisdom on the trip at school.
3,aphorism,He remembered the _____ his grandmother taught him during the activity.
3,aphorism,The _____ summed up the situation perfectly in the library.
3,aphorism,She found the _____ very inspiring during the discussion.
3,aphorism,The _____ was passed down through generations in the exercise.
3,aphorism,He used the _____ to explain his point in the story.
3,aphorism,The _____ captured an important truth during the task.
3,aphorism,She lived by the _____ every day in the practice session.
3,arbitrary,The teacher's _____ decision upset many students in class.
3,arbitrary,Her _____ choice seemed unfair that morning during the lesson.
3,arbitrary,The _____ selection process was criticised at school.
3,arbitrary,He made an _____ pick without thinking during the activity.
3,arbitrary,The _____ nature of the rule was confusing in the library.
3,arbitrary,She didn't like the _____ way it was done.
3,arbitrary,The _____ assignment seemed random during the lesson during the discussion.
3,arbitrary,His _____ method lacked logic in class in the exercise.
3,arbitrary,The _____ approach didn't make sense in the story.
3,arbitrary,She questioned the _____ selection at school during the task.
3,argument,They had a loud _____ about who should do the washing up.
3,argument,The _____ lasted for hours during the match in the practice session.
3,argument,She tried to avoid the _____ in class.
3,argument,The _____ became quite heated on the trip during the lesson.
3,argument,He presented a strong _____ for his position at school.
3,argument,The _____ was productive that morning during the activity.
3,argument,She made a valid _____ in the discussion in the library.
3,argument,The _____ helped clarify the issues during the discussion.
3,argument,He lost the _____ but learned from it in the exercise.
3,argument,The _____ was necessary to reach agreement in the story.
3,arrogance,His _____ made it difficult for him to make friends.
3,arrogance,She showed great _____ in her behaviour during the task.
3,arrogance,The _____ was evident in every word he spoke.
3,arrogance,His _____ prevented him from learning in the practice session.
3,arrogance,The _____ of his attitude was off-putting in the long term.
3,arrogance,She couldn't stand his _____ any longer during the lesson.
3,arrogance,His _____ blinded him to his own mistakes at school.
3,arrogance,The _____ made him unpopular during the lesson during the activity.
3,arrogance,Her _____ was her greatest weakness in the library.
3,arrogance,The _____ was clear in his expression during the discussion.
3,articulate,The _____ speaker captivated the audience with her words.
3,articulate,Her _____ explanation made everything clear in the exercise.
3,articulate,He was very _____ in expressing his ideas in the story.
3,articulate,The _____ response answered all questions during the task.
3,articulate,She gave an _____ description of the problem in the practice session.
3,articulate,His _____ writing was easy to understand in class.
3,articulate,The _____ presentation impressed everyone in class during the lesson.
3,articulate,She was _____ in her communication at school.
3,articulate,His _____ speech moved the listeners during the activity.
3,articulate,The _____ way she explained it helped greatly in the library.
3,ascendancy,The team gained _____ over their rivals after the win.
3,ascendancy,Her _____ in the field was well-known during the discussion.
3,ascendancy,The _____ of the new leader was clear in the long term.
3,ascendancy,He achieved _____ through hard work in the story.
3,ascendancy,The _____ position gave them advantages during the task.
3,ascendancy,She maintained her _____ throughout at school in the practice session.
3,ascendancy,The _____ was evident in their performance in class.
3,ascendancy,His _____ helped the team succeed during the lesson.
3,ascendancy,The _____ of the strategy was obvious in the long term.
3,ascendancy,She used her _____ wisely during the match during the activity.
3,assiduous,Her _____ study habits helped her achieve top grades.
3,assiduous,The _____ worker never missed a deadline in the library.
3,assiduous,His _____ attention to detail was impressive during the discussion.
3,assiduous,The _____ approach ensured success on the trip in the exercise.
3,assiduous,She showed _____ dedication to her studies in the story.
3,assiduous,His _____ efforts paid off in the end during the task.
3,assiduous,The _____ student was always prepared in the practice session.
3,assiduous,She maintained an _____ work ethic in class.
3,assiduous,His _____ nature made him reliable during the lesson.
3,assiduous,The _____ preparation was evident that morning at school.
3,astounding,The magician's _____ tricks amazed the audience during the activity.
3,astounding,Her _____ performance left everyone speechless in the library.
3,astounding,The _____ discovery changed everything during the lesson during the discussion.
3,astounding,He achieved an _____ result in class in the exercise.
3,astounding,The _____ feat seemed impossible at school in the story.
3,astounding,She showed _____ skill in her work during the task.
3,astounding,The _____ achievement was celebrated during the match in the practice session.
3,astounding,His _____ talent was recognised on the trip in class.
3,astounding,The _____ nature of the event was remarkable during the lesson.
3,astounding,She produced an _____ piece of work at school.
3,atrocious,The _____ weather ruined the school sports day during the activity.
3,atrocious,Her _____ behaviour shocked everyone that morning in the library.
3,atrocious,The _____ crime horrified the community during the discussion.
3,atrocious,He showed _____ cruelty towards animals in the exercise.
3,atrocious,The _____ conditions made life difficult in the story.
3,atrocious,She couldn't believe the _____ treatment during the task.
3,atrocious,The _____ act was condemned by all in the practice session.
3,atrocious,His _____ actions were inexcusable during the lesson in class.
3,atrocious,The _____ situation was unbearable in class during the lesson.
3,atrocious,She witnessed the _____ event with horror at school.
3,attentive,The _____ student never missed a single detail in class.
3,attentive,Her _____ listening helped her understand everything during the activity.
3,attentive,The _____ audience watched every move carefully in the library.
3,attentive,She was _____ to every sound in the room.
3,attentive,His _____ observation skills were impressive during the discussion.
3,attentive,The _____ teacher noticed when students needed help in the exercise.
3,attentive,She remained _____ throughout the entire lecture in the story.
3,attentive,His _____ reading caught all the important points during the task.
3,attentive,The _____ guard spotted the problem immediately in the practice session.
3,attentive,She was _____ to changes in the environment in class.
3,audacious,The _____ rescue attempt saved all the trapped miners.
3,audacious,Her _____ plan surprised everyone with its creativity during the lesson.
3,audacious,The _____ move changed the course of the game.
3,audacious,He made an _____ decision that paid off at school.
3,audacious,The _____ explorer ventured into unknown territory during the activity.
3,audacious,Her _____ idea was initially met with scepticism in the library.
3,audacious,The _____ strategy required great courage during the discussion.
3,audacious,He showed _____ determination in pursuing his goal in the exercise.
3,audacious,The _____ act of bravery inspired others in the story.
3,audacious,Her _____ approach solved the impossible problem during the task.
3,augmenting,The chef was _____ the flavour by adding fresh herbs.
3,augmenting,She was _____ her savings each month in the practice session.
3,augmenting,The team was _____ their efforts in class.
3,augmenting,He was _____ the pressure gradually during the lesson.
3,augmenting,The process involved _____ the ingredients at school.
3,augmenting,She kept _____ to her collection during the activity.
3,augmenting,The method required _____ resources at school in the library.
3,augmenting,He was _____ his knowledge daily during the discussion.
3,augmenting,The strategy involved _____ support during the match in the exercise.
3,augmenting,She was _____ her skills constantly in the story.
3,authentic,The museum displayed an _____ Roman coin during the task.
3,authentic,Her _____ smile showed she was truly happy in the practice session.
3,authentic,The _____ painting was worth millions of pounds in class.
3,authentic,He had an _____ interest in ancient history during the lesson.
3,authentic,The _____ document proved the claim was true at school.
3,authentic,She showed _____ concern for her friend's wellbeing during the activity.
3,authentic,The _____ signature confirmed the letter's origin in the library.
3,authentic,He had an _____ passion for music during the discussion.
3,authentic,The _____ artefact was carefully preserved in the exercise.
3,authentic,Her _____ kindness touched everyone she met in the story.
3,authoritarian,The _____ teacher did not allow any talking in class.
3,authoritarian,His _____ rules were difficult to follow during the task.
3,authoritarian,The _____ regime controlled every aspect of life in the practice session.
3,authoritarian,She had an _____ approach to discipline in class.
3,authoritarian,The _____ system left no room for creativity during the lesson.
3,authoritarian,His _____ manner intimidated the students at school.
3,authoritarian,The _____ policies were enforced without exception during the activity.
3,authoritarian,She maintained an _____ classroom environment in the library.
3,authoritarian,The _____ leader demanded complete obedience during the discussion.
3,authoritarian,His _____ methods were controversial on the trip in the exercise.
3,available,The book was _____ at the local library in the story.
3,available,Tickets were _____ online that morning during the task.
3,available,She found the information _____ during the lesson in the practice session.
3,available,The resources were _____ to all students in class.
3,available,He checked if seats were still _____ during the lesson.
3,available,The opportunity was _____ to everyone at school.
3,available,She made herself _____ for questions during the activity.
3,available,The service was _____ throughout the day in the library.
3,available,He ensured help was always _____ during the discussion.
3,available,The facilities were _____ for use in the exercise.
3,aversion,He had an _____ to spiders and could not go near them.
3,aversion,Her _____ for the subject was well-known in the story.
3,aversion,The _____ made it difficult to proceed during the task.
3,aversion,She couldn't overcome her _____ in class in the practice session.
3,aversion,His _____ was irrational but real in class.
3,aversion,The _____ prevented her from trying during the lesson.
3,aversion,She developed an _____ after the incident at school.
3,aversion,His _____ was evident in his reaction during the activity.
3,aversion,The _____ was stronger than expected in the library.
3,aversion,She tried to hide her _____ during the discussion.
3,barbaric,The _____ treatment of prisoners shocked the world in the exercise.
3,barbaric,Her _____ behaviour was condemned at school in the story.
3,barbaric,The _____ act was horrific during the match during the task.
3,barbaric,He showed _____ cruelty on the trip in the practice session.
3,barbaric,The _____ methods were unacceptable that morning in class.
3,barbaric,She couldn't believe the _____ treatment during the lesson.
3,barbaric,The _____ nature of the crime was appalling at school.
3,barbaric,His _____ actions were inexcusable during the lesson during the activity.
3,barbaric,The _____ behaviour shocked everyone in class in the library.
3,barbaric,She witnessed the _____ act at school during the discussion.
3,bewildered,The _____ tourist could not find his way to the station.
3,bewildered,Her _____ expression showed she didn't understand in the exercise.
3,bewildered,The _____ child looked around helplessly in the story.
3,bewildered,He felt _____ by the complicated instructions during the task.
3,bewildered,The _____ look on her face was clear in the practice session.
3,bewildered,She was _____ by the sudden change of plans.
3,bewildered,The _____ student asked for help repeatedly in class.
3,bewildered,He appeared _____ by the strange behaviour during the lesson.
3,bewildered,The _____ expression revealed his confusion at school.
3,bewildered,She felt completely _____ in the new situation during the activity.
3,bickering,The siblings were always _____ about whose turn it was.
3,bickering,The constant _____ was annoying during the match in the library.
3,bickering,She was tired of their _____ during the discussion.
3,bickering,The _____ never seemed to end in the exercise.
3,bickering,He tried to stop the _____ in the story.
3,bickering,The _____ disrupted the peace on the trip during the task.
3,bickering,She found the _____ childish that morning in the practice session.
3,bickering,The _____ was over nothing important in class.
3,bickering,He ignored the _____ during the lesson during the lesson.
3,bickering,The _____ was pointless in class at school.
3,bipartisan,The _____ agreement was supported by both parties during the activity.
3,bipartisan,The _____ approach was successful at school in the library.
3,bipartisan,She appreciated the _____ cooperation during the match during the discussion.
3,bipartisan,The _____ decision was rare on the trip in the exercise.
3,bipartisan,He supported the _____ effort that morning in the story.
3,bipartisan,The _____ support was unexpected during the lesson during the task.
3,bipartisan,She valued the _____ collaboration in class in the practice session.
3,bipartisan,The _____ nature of the plan was positive in class.
3,bipartisan,He worked on the _____ committee during the lesson.
3,bipartisan,The _____ agreement was historic at school at school.
3,bittersweet,Leaving school was a _____ moment for the students.
3,bittersweet,The _____ feeling was complex during the match during the activity.
3,bittersweet,She experienced a _____ emotion on the trip in the library.
3,bittersweet,The _____ nature of the occasion was clear during the discussion.
3,bittersweet,He felt _____ about the change in the exercise.
3,bittersweet,The _____ memory brought mixed feelings in the story.
3,bittersweet,She described it as a _____ experience during the task.
3,bittersweet,The _____ moment was memorable that morning in the practice session.
3,bittersweet,He found it _____ but necessary in class.
3,bittersweet,The _____ goodbye was emotional during the lesson during the lesson.
3,brevity,The _____ of his speech surprised everyone in the long term.
3,brevity,She appreciated the _____ of the message during the activity.
3,brevity,The _____ made it easy to remember in the library.
3,brevity,He valued _____ in communication in class during the discussion.
3,brevity,The _____ was refreshing at school in the exercise.
3,brevity,She admired the _____ of his writing in the story.
3,brevity,The _____ kept everyone's attention during the match during the task.
