level,word,quiz_sentence
3,abundant,She had <blank> reasons to be cheerful.
3,abundant,The <blank> supply of water made the valley fertile.
3,abundant,His <blank> hair was the envy of his friends.
3,abundant,The <blank> wildlife attracted many naturalists.
3,abundant,She received <blank> praise for her performance.
3,abundant,The <blank> evidence supported the theory.
3,abundant,His <blank> energy seemed never to run out.
3,abundant,The <blank> rainfall had caused flooding in the lowlands.
3,abundant,She had <blank> opportunity to travel in her youth.
3,accusatory,She gave him an <blank> look and he knew he was caught.
3,accusatory,His <blank> tone made her defensive.
3,accusatory,The <blank> letter demanded an explanation.
3,accusatory,She avoided making <blank> remarks in front of the children.
3,accusatory,His <blank> finger pointed at the suspect.
3,accusatory,The <blank> article had damaged his reputation.
3,accusatory,She spoke in an <blank> manner that put people on edge.
3,accusatory,The <blank> question was met with silence.
3,accusatory,His <blank> stare made her feel guilty.
3,accusatory,The <blank> tone of the debate was unhelpful.
3,acquainted,She was already <blank> with his work before they met.
3,acquainted,He became <blank> with the area by walking its streets.
3,acquainted,They were <blank> through a mutual friend.
3,acquainted,She made sure the new staff were <blank> with the procedures.
3,acquainted,He was <blank> with hardship from an early age.
3,acquainted,The two were <blank> but not close.
3,acquainted,She got <blank> with the software by using it daily.
3,acquainted,He was well <blank> with the history of the conflict.
3,acquainted,They had been <blank> for years before the partnership.
3,acquainted,She wanted to become <blank> with the local customs.
3,adequately,The room was not <blank> heated and they shivered.
3,adequately,She felt she had not been <blank> prepared for the test.
3,adequately,The problem was not <blank> addressed in the report.
3,adequately,He was <blank> qualified for the post.
3,adequately,The funds were not <blank> to cover the cost.
3,adequately,She could not <blank> explain what had happened.
3,adequately,The matter was <blank> dealt with by the committee.
3,adequately,He had not <blank> considered the consequences.
3,adequately,The space was <blank> lit for reading.
3,adequately,She had <blank> provided for her retirement.
3,adherent,She was a strict <blank> of the old ways.
3,adherent,The <blank> of the movement met in secret.
3,adherent,He was an <blank> of the philosophy and lived by it.
3,adherent,The <blank> stuck to the surface when it dried.
3,adherent,She had been an <blank> of the party since her youth.
3,adherent,The <blank> of the sect were persecuted.
3,adherent,He was a loyal <blank> of the cause.
3,adherent,The <blank> tape held the bandage in place.
3,adherent,She was an <blank> of the diet and had lost two stone.
3,adherent,The <blank> of the creed gathered for the ceremony.
3,adjacent,The <blank> room was used for storage.
3,adjacent,She bought the <blank> plot to extend her garden.
3,adjacent,The two <blank> buildings shared a wall.
3,adjacent,He lived in the house <blank> to the church.
3,adjacent,The <blank> field had been left fallow.
3,adjacent,She sat in the seat <blank> to the aisle.
3,adjacent,The <blank> towns had merged over the years.
3,adjacent,He had an office <blank> to the boardroom.
3,adjacent,The <blank> counties had different laws.
3,adjacent,She preferred the room <blank> to the kitchen.
3,admirable,She showed <blank> courage in the face of danger.
3,admirable,His <blank> restraint prevented a quarrel.
3,admirable,The <blank> quality of the work was recognised.
3,admirable,She had an <blank> record of public service.
3,admirable,His <blank> attempt to reconcile them failed.
3,admirable,The <blank> simplicity of the design impressed the judges.
3,admirable,She made an <blank> recovery from her illness.
3,admirable,His <blank> patience with the pupils was noted.
3,admirable,The <blank> goal was scored in the last minute.
3,admirable,She had many <blank> qualities but humility was not one.
3,admission,His <blank> of guilt surprised the court.
3,admission,She gained <blank> to the university on her second attempt.
3,admission,The <blank> fee had been raised that year.
3,admission,His <blank> that he had been wrong was welcome.
3,admission,She sought <blank> to the exclusive club.
3,admission,The <blank> of failure was the first step to recovery.
3,admission,His <blank> to the hospital was arranged for Tuesday.
3,admission,She bought a ticket for <blank> to the exhibition.
3,admission,The <blank> of defeat was hard for him.
3,admission,His <blank> of liability ended the dispute.
3,adversary,She had never considered him an <blank> until that day.
3,adversary,The <blank> had been defeated but not destroyed.
3,adversary,His political <blank> had won the debate.
3,adversary,She faced her <blank> across the negotiating table.
3,adversary,The <blank> forces had retreated under cover of night.
3,adversary,He respected his <blank> and shook his hand after the match.
3,adversary,The <blank> in the case was represented by a QC.
3,adversary,She did not want to make an <blank> of her neighbour.
3,adversary,His <blank> in the dispute was the more experienced.
3,adversary,The <blank> had the advantage of numbers.
3,aesthetic,The <blank> appeal of the building was undeniable.
3,aesthetic,She had a refined <blank> sense.
3,aesthetic,The <blank> value of the painting was disputed.
3,aesthetic,His <blank> objections were overruled by the client.
3,aesthetic,The <blank> of the garden was carefully planned.
3,aesthetic,She made changes for <blank> reasons rather than practical ones.
3,aesthetic,The <blank> movement had influenced many artists.
3,aesthetic,His <blank> taste was formed by years of study.
3,aesthetic,The <blank> quality of the performance was outstanding.
3,aesthetic,She had an <blank> appreciation of the landscape.
3,affectionate,She gave him an <blank> kiss on the cheek.
3,affectionate,His <blank> nature made him popular with the children.
3,affectionate,The <blank> letter was found among her papers.
3,affectionate,She had an <blank> relationship with her grandmother.
3,affectionate,His <blank> farewell moved everyone present.
3,affectionate,The <blank> nickname had stuck since childhood.
3,affectionate,She was <blank> towards the dog that had saved her.
3,affectionate,His <blank> manner put the nervous candidate at ease.
3,affectionate,The <blank> tribute was read at the funeral.
3,affectionate,She wrote an <blank> dedication in the book.
3,affluent,The <blank> suburb was known for its large houses.
3,affluent,She came from an <blank> family and had never wanted.
3,affluent,The <blank> neighbourhood had its own private park.
3,affluent,His <blank> lifestyle was the subject of gossip.
3,affluent,The <blank> area had low unemployment.
3,affluent,She had married into <blank> circles.
3,affluent,The <blank> clientele expected the best.
3,affluent,His <blank> background had opened many doors.
3,affluent,The <blank> society had forgotten its roots.
3,affluent,She lived in an <blank> part of the city.
3,agitated,She was <blank> by the news and could not sit still.
3,agitated,The <blank> crowd demanded to see the minister.
3,agitated,His <blank> state was caused by the delay.
3,agitated,She spoke in an <blank> voice that betrayed her nerves.
3,agitated,The <blank> sea made the crossing dangerous.
3,agitated,He had become <blank> after the argument.
3,agitated,The <blank> horse had to be calmed before the race.
3,agitated,She tried to hide her <blank> manner.
3,agitated,The <blank> patient was given a sedative.
3,agitated,His <blank> pacing kept everyone on edge.
3,agnostic,He was <blank> on the question of life after death.
3,agnostic,She took an <blank> view of the controversy.
3,agnostic,The software was <blank> and would run on any platform.
3,agnostic,His <blank> position allowed him to mediate.
3,agnostic,She had been <blank> since her teenage years.
3,agnostic,The <blank> approach was to wait for more data.
3,agnostic,He was <blank> about the outcome of the election.
3,agnostic,She described herself as <blank> rather than atheist.
3,agnostic,The design was <blank> with regard to the underlying technology.
3,agnostic,His <blank> stance annoyed both sides in the debate.
3,agonising,She faced an <blank> choice between her career and her family.
3,agonising,The <blank> wait for news seemed to last forever.
3,agonising,His <blank> decision had kept him awake for nights.
3,agonising,The <blank> pain in his leg required strong medicine.
3,agonising,She went through an <blank> reappraisal of her life.
3,agonising,The <blank> delay had cost them the contract.
3,agonising,His <blank> scream could be heard across the ward.
3,agonising,The <blank> uncertainty was finally resolved.
3,agonising,She had an <blank> feeling that she had forgotten something.
3,agonising,The <blank> slowness of the process tried everyone's patience.
3,agreeable,She was an <blank> companion on the long journey.
3,agreeable,He found the terms <blank> and signed the contract.
3,agreeable,The <blank> weather made the picnic a success.
3,agreeable,She had an <blank> manner that put people at ease.
3,agreeable,The <blank> smell from the bakery drew them in.
3,agreeable,He was <blank> to the suggestion and nodded his approval.
3,agreeable,The <blank> compromise satisfied both sides.
3,agreeable,She made an <blank> impression at the interview.
3,agreeable,The <blank> tone of the meeting was a relief.
3,agreeable,He was <blank> to a fault and never argued.
3,allusion,She made an <blank> to the incident without naming it.
3,allusion,The <blank> to the myth was lost on most of the audience.
3,allusion,His <blank> to her past was unkind.
3,allusion,The poem was full of <blank> to classical literature.
3,allusion,She caught the <blank> and smiled.
3,allusion,The <blank> was subtle but deliberate.
3,allusion,He made no direct <blank> to the scandal.
3,allusion,The <blank> to the treaty was significant.
3,allusion,She understood the <blank> and changed the subject.
3,allusion,The <blank> in the speech was widely reported.
3,altitude,The plane reached an <blank> of thirty thousand feet.
3,altitude,She felt dizzy at that <blank> and had to sit down.
3,altitude,The <blank> of the village made the air thin.
3,altitude,He had trouble breathing at <blank>.
3,altitude,The <blank> of the pass was over two thousand metres.
3,altitude,She was not used to the <blank> and took it slowly.
3,altitude,The <blank> record was broken by the new aircraft.
3,altitude,He checked the <blank> on the instrument panel.
3,altitude,The <blank> sickness affected several of the climbers.
3,altitude,She loved the view from that <blank>.
3,ambiguous,The <blank> instruction led to confusion.
3,ambiguous,She gave an <blank> answer that satisfied no one.
3,ambiguous,The <blank> wording of the clause was disputed.
3,ambiguous,His <blank> gesture could have meant several things.
3,ambiguous,The <blank> result required further investigation.
3,ambiguous,She was deliberately <blank> about her plans.
3,ambiguous,The <blank> message was decoded with difficulty.
3,ambiguous,His <blank> position on the issue was frustrating.
3,ambiguous,The <blank> expression on his face gave nothing away.
3,ambiguous,She found the <blank> reply unhelpful.
3,ambition,Her <blank> had driven her to the top.
3,ambition,He had no <blank> beyond a quiet life.
3,ambition,The <blank> of the project was impressive.
3,ambition,She had fulfilled her <blank> to run a marathon.
3,ambition,His <blank> was to become a judge.
3,ambition,The <blank> of the scheme was its downfall.
3,ambition,She had the <blank> but not yet the experience.
3,ambition,His <blank> knew no bounds.
3,ambition,The <blank> of the young players was evident.
3,ambition,She spoke of her <blank> with passion.
3,amicable,The divorce was <blank> and they remained friends.
3,amicable,She had an <blank> relationship with her ex-colleague.
3,amicable,The <blank> settlement was reached without going to court.
3,amicable,He was <blank> with everyone
3,amicable,The <blank> parting was a relief to both sides.
3,amicable,She sought an <blank> solution to the dispute.
3,amicable,The <blank> discussion continued over lunch.
3,amicable,His <blank> manner made the negotiation easier.
3,amicable,The <blank> agreement was signed in good faith.
3,amicable,She parted from the firm on <blank> terms.
3,amorphous,The <blank> shape in the fog turned out to be a tree.
3,amorphous,She had an <blank> idea of what she wanted.
3,amorphous,The <blank> mass had no clear boundaries.
3,amorphous,His <blank> plans never came to anything.
3,amorphous,The <blank> blob moved slowly across the floor.
3,amorphous,She found the <blank> concept hard to define.
3,amorphous,The <blank> structure of the organisation caused confusion.
3,amorphous,His <blank> fears kept him awake.
3,amorphous,The <blank> cloud of smoke spread across the ceiling.
3,amorphous,She had an <blank> feeling of unease.
3,analogy,She used an <blank> to explain the concept.
3,analogy,The <blank> with the human body helped them understand.
3,analogy,He drew an <blank> between the two situations.
3,analogy,The <blank> was not perfect but it was useful.
3,analogy,She made an <blank> that the teacher praised.
3,analogy,The <blank> broke down when pushed too far.
3,analogy,He used a sporting <blank> to make his point.
3,analogy,The <blank> had clarified the argument.
3,analogy,She found the <blank> misleading.
3,analogy,The <blank> was apt and memorable.
3,annihilated,The army was <blank> in the battle.
3,annihilated,She felt <blank> by the criticism.
3,annihilated,The opposition was <blank> in the election.
3,annihilated,His confidence was <blank> by the failure.
3,annihilated,The village was <blank> in the raid.
3,annihilated,She had <blank> the previous record.
3,annihilated,The team was <blank> in the first half.
3,annihilated,His hopes were <blank> by the letter.
3,annihilated,The <blank> defeat was hard to accept.
3,annihilated,She <blank> her opponent in the debate.
3,antagonize,She did not want to <blank> her neighbours.
3,antagonize,His remarks had <blank> the crowd.
3,antagonize,The policy had <blank> the unions.
3,antagonize,She had <blank> him without meaning to.
3,antagonize,The decision would <blank> the opposition.
3,antagonize,He had a talent for <blank> people.
3,antagonize,The article had <blank> many readers.
3,antagonize,She tried not to <blank> the committee.
3,antagonize,His behaviour had <blank> his former allies.
3,antagonize,The move was likely to <blank> the voters.
3,antipathy,She felt a deep <blank> towards the man.
3,antipathy,His <blank> for the policy was well known.
3,antipathy,The <blank> between the two families went back generations.
3,antipathy,She could not hide her <blank> for the plan.
3,antipathy,His <blank> towards authority had got him into trouble.
3,antipathy,The <blank> was mutual and obvious.
3,antipathy,She had a natural <blank> to violence.
3,antipathy,His <blank> for the new manager was affecting his work.
3,antipathy,The <blank> between the factions was deepening.
3,antipathy,She had overcome her <blank> for the subject.
3,antiquated,The <blank> machinery was replaced at last.
3,antiquated,She had <blank> views on the role of women.
3,antiquated,The <blank> law had not been updated in a century.
3,antiquated,His <blank> methods were no longer effective.
3,antiquated,The <blank> building was full of character.
3,antiquated,She found the <blank> rules frustrating.
3,antiquated,The <blank> system could not cope with demand.
3,antiquated,His <blank> appearance made him stand out.
3,antiquated,The <blank> expression was still in use locally.
3,antiquated,She had an <blank> sense of propriety.
3,antithesis,The new policy was the <blank> of the old one.
3,antithesis,She was the <blank> of her sister in every way.
3,antithesis,His calm was the <blank> of her agitation.
3,antithesis,The <blank> of good is evil.
3,antithesis,She represented the <blank> of everything he disliked.
3,antithesis,The <blank> was deliberate and striking.
3,antithesis,His approach was the <blank> of hers.
3,antithesis,The <blank> in the argument was clear.
3,antithesis,She was the <blank> of the typical candidate.
3,antithesis,The <blank> made the contrast obvious.
3,apathetic,She was <blank> about the result and did not vote.
3,apathetic,His <blank> attitude towards his studies worried his parents.
3,apathetic,The <blank> response to the appeal was disappointing.
3,apathetic,She had become <blank> after years of rejection.
3,apathetic,The <blank> crowd did not react to the speech.
3,apathetic,His <blank> manner suggested he did not care.
3,apathetic,The <blank> electorate stayed at home.
3,apathetic,She was <blank> to the suffering of others.
3,apathetic,His <blank> shrug was his only response.
3,apathetic,The <blank> silence was worse than criticism.
3,aphorism,She quoted an <blank> to sum up her point.
3,aphorism,The <blank> was attributed to a Greek philosopher.
3,aphorism,He was fond of <blank> and used them often.
3,aphorism,The <blank> captured the wisdom of the age.
3,aphorism,She had written the <blank> in her journal.
3,aphorism,The <blank> was memorable and often repeated.
3,aphorism,His <blank> became the motto of the campaign.
3,aphorism,The <blank> was apt but not original.
3,aphorism,She lived by the <blank> that less is more.
3,aphorism,The <blank> was displayed on the wall.
3,arbitrary,The <blank> decision angered everyone.
3,arbitrary,She objected to the <blank> nature of the rule.
3,arbitrary,The <blank> limit had no basis in logic.
3,arbitrary,His <blank> choice of colour was questioned.
3,arbitrary,The <blank> power of the king was curbed.
3,arbitrary,She found the <blank> distinction unfair.
3,arbitrary,The <blank> cut-off date excluded many.
3,arbitrary,His <blank> punishment was appealed.
3,arbitrary,The <blank> selection process was criticised.
3,arbitrary,She had made an <blank> choice and stuck to it.
3,argument,The <blank> for the defence was compelling.
3,argument,She had an <blank> with her brother and did not speak for days.
3,argument,The <blank> against the proposal was weak.
3,argument,His <blank> was based on flawed data.
3,argument,The <blank> continued long into the night.
3,argument,She lost the <blank> but not her conviction.
3,argument,The <blank> in favour of change was overwhelming.
3,argument,His <blank> with the referee got him sent off.
3,argument,The <blank> was settled by a vote.
3,argument,She had no <blank> left to offer.
3,arrogance,His <blank> had cost him the promotion.
3,arrogance,She was put off by his <blank>.
3,arrogance,The <blank> of the ruling class was resented.
3,arrogance,His <blank> knew no bounds.
3,arrogance,She mistook confidence for <blank>.
3,arrogance,The <blank> of the claim was breathtaking.
3,arrogance,His <blank> had made him many enemies.
3,arrogance,She could not abide <blank> in anyone.
3,arrogance,The <blank> of youth had faded with experience.
3,arrogance,His <blank> was a mask for insecurity.
3,articulate,She was an <blank> advocate for the cause.
3,articulate,He was too <blank> for his own good.
3,articulate,The <blank> response impressed the panel.
3,articulate,She could not <blank> her feelings.
3,articulate,His <blank> defence of the policy was persuasive.
3,articulate,The <blank> skeleton was displayed in the museum.
3,articulate,She was <blank> and confident in the interview.
3,articulate,He tried to <blank> the concerns of the staff.
3,articulate,The <blank> explanation left no room for doubt.
3,articulate,She had an <blank> way of expressing complex ideas.
3,ascendancy,The party had gained <blank> in the polls.
3,ascendancy,She had achieved <blank> over her rivals.
3,ascendancy,His <blank> in the field was undisputed.
3,ascendancy,The <blank> of the new faction was complete.
3,ascendancy,She had risen to <blank> through hard work.
3,ascendancy,His <blank> had been short-lived.
3,ascendancy,The <blank> of the empire was at its height.
3,ascendancy,She had lost her <blank> after the scandal.
3,ascendancy,His <blank> in the household was absolute.
3,ascendancy,The <blank> of the idea had taken decades.
3,assiduous,She was an <blank> student who never missed a class.
3,assiduous,His <blank> attention to detail had paid off.
3,assiduous,The <blank> work of the committee was recognised.
3,assiduous,She had been <blank> in her research.
3,assiduous,His <blank> efforts had restored the garden.
3,assiduous,The <blank> nurse checked on the patient every hour.
3,assiduous,She was <blank> in her pursuit of the truth.
3,assiduous,His <blank> preparation had left nothing to chance.
3,assiduous,The <blank> collector had amassed thousands of items.
3,assiduous,She had been <blank> in her duties.
3,astounding,The <blank> news left them speechless.
3,astounding,She had achieved an <blank> result.
3,astounding,The <blank> speed of the recovery surprised the doctors.
3,astounding,His <blank> memory for names was legendary.
3,astounding,The <blank> view from the summit was worth the climb.
3,astounding,She gave an <blank> performance that won a standing ovation.
3,astounding,The <blank> discovery changed the field forever.
3,astounding,His <blank> ignorance of the subject was embarrassing.
3,astounding,The <blank> cost of the project was revealed.
3,astounding,She had an <blank> ability to remain calm.
3,atrocious,The <blank> conditions in the camp were documented.
3,atrocious,She had <blank> handwriting that no one could read.
3,atrocious,The <blank> crime had shocked the nation.
3,atrocious,His <blank> behaviour was reported to the head.
3,atrocious,The <blank> weather had ruined the harvest.
3,atrocious,She thought the film was <blank> and walked out.
3,atrocious,The <blank> spelling in the essay lost marks.
3,atrocious,His <blank> accent made him hard to understand.
3,atrocious,The <blank> treatment of the prisoners was condemned.
3,atrocious,She had an <blank> temper when roused.
3,attentive,She was an <blank> listener who remembered every detail.
3,attentive,The <blank> waiter anticipated their needs.
3,attentive,He had not been <blank> during the briefing.
3,attentive,The <blank> audience did not miss a word.
3,attentive,She was <blank> to the concerns of her staff.
3,attentive,His <blank> care of the patient was noted.
3,attentive,The <blank> pupils asked thoughtful questions.
3,attentive,She had been <blank> to the warning signs.
3,attentive,His <blank> silence suggested he was listening.
3,attentive,The <blank> crowd hung on her every word.
3,audacious,The <blank> plan might just work.
3,audacious,She had made an <blank> bid for the company.
3,audacious,The <blank> escape was reported in the papers.
3,audacious,His <blank> claim was later verified.
3,audacious,The <blank> design divided opinion.
3,audacious,She was <blank> enough to speak truth to power.
3,audacious,The <blank> theft had taken months to plan.
3,audacious,His <blank> humour was not to everyone's taste.
3,audacious,The <blank> move paid off in the end.
3,audacious,She had an <blank> spirit that could not be tamed.
3,augmenting,The <blank> noise from the street made sleep impossible.
3,augmenting,She was <blank> her income with evening work.
3,augmenting,The <blank> force had arrived from the north.
3,augmenting,He had been <blank> his collection for years.
3,augmenting,The <blank> evidence pointed to his guilt.
3,augmenting,She was <blank> her qualifications with a part-time course.
3,augmenting,The <blank> pressure on the border was deliberate.
3,augmenting,His <blank> wealth had come from property.
3,augmenting,The <blank> number of complaints had forced a review.
3,augmenting,She had been <blank> her report with new data.
3,authentic,The <blank> document was kept in the vault.
3,authentic,She had an <blank> period costume for the play.
3,authentic,The <blank> recipe had been passed down for generations.
3,authentic,His <blank> accent revealed his origins.
3,authentic,The <blank> painting was worth a fortune.
3,authentic,She gave an <blank> performance of the sonata.
3,authentic,The <blank> voice of the people was finally heard.
3,authentic,His <blank> concern for her was touching.
3,authentic,The <blank> manuscript had been lost for centuries.
3,authentic,She had an <blank> style that could not be copied.
3,authoritarian,The <blank> regime had banned free speech.
3,authoritarian,She had an <blank> father who allowed no disagreement.
3,authoritarian,The <blank> style of management had caused resentment.
3,authoritarian,His <blank> tendencies had emerged in the crisis.
3,authoritarian,The <blank> government had suppressed the opposition.
3,authoritarian,She disliked the <blank> tone of the new rules.
3,authoritarian,The <blank> approach had failed before.
3,authoritarian,His <blank> manner made the staff nervous.
3,authoritarian,The <blank> state had controlled every aspect of life.
3,authoritarian,She had rebelled against her <blank> upbringing.
3,available,The <blank> seats were quickly taken.
3,available,She was not <blank> for comment after the meeting.
3,available,The <blank> evidence was presented to the court.
3,available,He had made himself <blank> for the interview.
3,available,The <blank> options were limited.
3,available,She had no <blank> time that week.
3,available,The <blank> data was insufficient for a conclusion.
3,available,He was <blank> at short notice if needed.
3,available,The <blank> resources were stretched thin.
3,available,She had made the document <blank> to all staff.
3,aversion,She had an <blank> to flying and always took the train.
3,aversion,His <blank> to risk had limited his success.
3,aversion,The <blank> was mutual and well known.
3,aversion,She felt an <blank> to the smell of the chemical.
3,aversion,His <blank> to publicity was genuine.
3,aversion,The <blank> therapy had helped her overcome her fear.
3,aversion,She had a strong <blank> to the idea.
3,aversion,His <blank> to conflict made him a good mediator.
3,aversion,The <blank> had developed in childhood.
3,aversion,She had overcome her <blank> to public speaking.
3,barbaric,The <blank> treatment of the prisoners was condemned.
3,barbaric,She found the <blank> ritual deeply disturbing.
3,barbaric,His <blank> behaviour had no place in civilised society.
3,barbaric,The <blank> conditions in the camp were exposed.
3,barbaric,She was shocked by the <blank> punishment.
3,barbaric,The <blank> invasion had left the country in ruins.
3,barbaric,His <blank> humour offended everyone present.
3,barbaric,The <blank> custom had been abandoned years ago.
3,barbaric,She described the attack as <blank> and unprovoked.
3,barbaric,The <blank> spectacle was not for the faint-hearted.
3,bewildered,She was <blank> by the sudden turn of events.
3,bewildered,The <blank> expression on his face said it all.
3,bewildered,He looked <blank> when she asked the question.
3,bewildered,The <blank> tourists studied the map in vain.
3,bewildered,She had left him <blank> with her reply.
3,bewildered,The <blank> child could not find his mother.
3,bewildered,He was <blank> by the conflicting instructions.
3,bewildered,The <blank> crowd did not know which way to go.
3,bewildered,She felt <blank> after the long journey.
3,bewildered,His <blank> silence suggested he had not understood.
3,bickering,The <blank> couple could not agree on anything.
3,bickering,She was tired of the <blank> in the committee.
3,bickering,The <blank> had gone on for hours.
3,bickering,His <blank> with his brother was constant.
3,bickering,The <blank> children were sent to their rooms.
3,bickering,She refused to take part in the <blank>.
3,bickering,The <blank> had disrupted the meeting.
3,bickering,His <blank> with the neighbour had reached the council.
3,bickering,The <blank> had started over something trivial.
3,bickering,She had had enough of their <blank>.
3,bipartisan,The <blank> support for the bill was unexpected.
3,bipartisan,She had hoped for a <blank> solution.
3,bipartisan,The <blank> committee had reached a consensus.
3,bipartisan,His <blank> approach had won respect on both sides.
3,bipartisan,The <blank> agreement was signed by both parties.
3,bipartisan,She was a <blank> figure who could unite the house.
3,bipartisan,The <blank> effort had saved the project.
3,bipartisan,His <blank> credentials made him acceptable to all.
3,bipartisan,The <blank> vote was a rare moment of unity.
3,bipartisan,She had worked for <blank> reform for years.
3,bittersweet,The <blank> memory brought tears to her eyes.
3,bittersweet,She had a <blank> feeling as she left the house.
3,bittersweet,The <blank> ending left the audience thoughtful.
3,bittersweet,His <blank> smile suggested mixed feelings.
3,bittersweet,The <blank> victory was not celebrated for long.
3,bittersweet,She found the <blank> taste of the chocolate unusual.
3,bittersweet,The <blank> reunion was emotional for everyone.
3,bittersweet,His <blank> memories of the war stayed with him.
3,bittersweet,The <blank> moment was captured in the photograph.
3,bittersweet,She had a <blank> sense of what might have been.
3,brevity,The <blank> of his speech was a relief.
3,brevity,She had written with <blank> and clarity.
3,brevity,The <blank> of the message left much unsaid.
3,brevity,His <blank> was not always a virtue.
3,brevity,The <blank> of life was a theme in the poem.
3,brevity,She valued <blank> in her correspondence.
3,brevity,The <blank> of the reply was insulting.
3,brevity,His <blank> made every word count.
3,brevity,The <blank> of the meeting was noted.
3,brevity,She had mastered the art of <blank>.
3,cacophony,The <blank> of the building site drove them mad.
3,cacophony,A <blank> of voices greeted them at the door.
3,cacophony,The <blank> from the playground was deafening.
3,cacophony,She could not think in the <blank> of the market.
3,cacophony,The <blank> of car horns filled the street.
3,cacophony,His speech was lost in the <blank> of the crowd.
3,cacophony,The <blank> of the orchestra tuning up was chaotic.
3,cacophony,She had grown used to the <blank> of the city.
3,cacophony,The <blank> of opinions made agreement impossible.
3,cacophony,His voice rose above the <blank>.
3,camaraderie,The <blank> among the team was evident.
3,camaraderie,She had missed the <blank> of the office.
3,camaraderie,The <blank> of the troops had been forged in battle.
3,camaraderie,His <blank> with his colleagues was genuine.
3,camaraderie,The <blank> in the club had attracted many members.
3,camaraderie,She had felt the <blank> of the shared experience.
3,camaraderie,The <blank> of the expedition had sustained them.
3,camaraderie,His <blank> with the other players was obvious.
3,camaraderie,The <blank> had made the hardship bearable.
3,camaraderie,She had never experienced such <blank> before.
3,capacious,The <blank> bag held everything she needed.
3,capacious,The <blank> hall could seat a thousand.
3,capacious,She had a <blank> memory for faces.
3,capacious,The <blank> boot of the car was full.
3,capacious,His <blank> appetite was legendary.
3,capacious,The <blank> room had once been a ballroom.
3,capacious,She had a <blank> heart that forgave easily.
3,capacious,The <blank> warehouse had stood empty for years.
3,capacious,His <blank> mind could hold many ideas at once.
3,capacious,The <blank> pockets of the coat were useful.
3,captivating,She gave a <blank> performance that held the audience.
3,captivating,The <blank> story had kept them reading all night.
3,captivating,His <blank> smile had won her over.
3,captivating,The <blank> view from the terrace was unforgettable.
3,captivating,She had a <blank> presence on stage.
3,captivating,The <blank> melody stayed in her head for days.
3,captivating,His <blank> account of the journey held them spellbound.
3,captivating,The <blank> charm of the village had drawn them back.
3,captivating,She was <blank> in a way that was hard to define.
3,captivating,The <blank> quality of his voice was remarkable.
3,catastrophe,The <blank> had left thousands homeless.
3,catastrophe,She feared the <blank> would bankrupt the company.
