level,word,quiz_sentence
2,Absolute,"The duchess exercised <blank> control over her estate's management, making every significant decision personally."
2,Absolute,The restaurant critic's <blank> praise for the new chef's innovative menu was unprecedented in her thirty-year career.
2,Absolute,"The barrister's <blank> confidence in her client's innocence never wavered, even when new evidence emerged."
2,Absolute,"The ancient monastery required <blank> silence during meditation hours, with even whispers strictly forbidden."
2,Absolute,The scientist's findings provided <blank> proof that the previous theory had been fundamentally flawed all along.
2,Absolute,"After years of uncertainty, the DNA test results gave the family <blank> certainty about their ancestry."
2,Absorbed,Lily became so <blank> in her novel that she didn't notice her train had reached her stop and continued past it.
2,Absorbed,"The sponge quickly <blank> the spilled juice from the kitchen counter, leaving no trace of the accident."
2,Absorbed,"Throughout the lecture, the students remained completely <blank>, hanging on every word of the visiting professor's fascinating stories."
2,Absorbed,"The desert sand <blank> the rainwater within minutes, leaving little evidence of the brief but intense storm."
2,Absorbed,"Henry sat <blank> at his desk, concentrating so intently on solving the mathematical puzzle that he forgot about lunch."
2,Absorbed,"The roots of the ancient oak had <blank> all the nutrients from the surrounding soil, preventing other plants from growing nearby."
2,Absorbed,"Sophie found herself completely <blank> by the street musician's haunting melody, standing transfixed for nearly an hour."
2,Absorbed,"The black fabric <blank> the sunlight and heat, making the car interior uncomfortably warm on the summer afternoon."
2,Absorbed,"The children watched <blank> as the magician performed increasingly impossible tricks, their eyes wide with wonder."
2,Absorbed,"The scandal <blank> all the media's attention that week, pushing other important news stories completely off the front pages."
2,Abstract,The philosophy professor's lecture on consciousness was so <blank> that even the brightest students struggled to grasp the concepts.
2,Abstract,Young children often find it difficult to understand <blank> concepts like justice or time until they mature cognitively.
2,Abstract,The artist's latest exhibition featured <blank> paintings that left viewers debating what each piece might represent.
2,Abstract,"For her dissertation, Margaret had to <blank> the key findings from hundreds of research papers into a comprehensive summary."
2,Abstract,"The architect's initial designs were too <blank> and theoretical, lacking the practical details needed for actual construction."
2,Abstract,The mathematician worked with <blank> theories that had no immediate practical application but advanced pure understanding.
2,Abstract,Politicians often speak in <blank> terms about 'freedom' and 'values' rather than addressing specific policy proposals.
2,Abstract,"The composer's experimental piece was deliberately <blank>, avoiding any recognisable melody or traditional musical structure."
2,Abstract,"To make his scientific paper accessible, Dr. Wells had to <blank> complex data into simplified key points."
2,Abstract,The debate moved from concrete examples to increasingly <blank> philosophical arguments about the nature of reality itself.
2,Abstruse,The professor's explanation of quantum mechanics was so <blank> that even his graduate students requested a simpler version.
2,Abstruse,The ancient manuscript contained <blank> references to forgotten rituals that modern scholars found nearly impossible to interpret.
2,Abstruse,"Despite reading the legal document three times, Margaret found the contract's language deliberately <blank> and obscure."
2,Abstruse,"The poet's later work became increasingly <blank>, abandoning accessible imagery for complex allusions only specialists appreciated."
2,Abstruse,The philosopher's <blank> arguments about epistemology made sense only to those with extensive background in the field.
2,Abstruse,The tax code's <blank> provisions regarding foreign investments required hiring a specialist accountant to navigate properly.
2,Abstruse,Critics complained that the author's brilliant insights were buried beneath unnecessarily <blank> prose and obscure terminology.
2,Abstruse,"The technical manual's <blank> instructions for installing the software frustrated users who simply wanted clear, simple steps."
2,Abstruse,The medieval alchemist's notes were so <blank> that modern chemists debated whether they described real experiments or mystical nonsense.
2,Abstruse,"Rather than clarifying matters, the government spokesperson's <blank> explanation only deepened the public's confusion about the policy."
2,Abysmal,The restaurant's service was so <blank> that customers waited forty minutes just to receive menus from the distracted staff.
2,Abysmal,"Despite months of practice, Gerald's performance at the piano recital was <blank>, with wrong notes in nearly every bar."
2,Abysmal,The team's <blank> defensive play allowed their opponents to score six goals in the first half alone.
2,Abysmal,The company's <blank> safety record resulted in government inspectors shutting down the factory pending major improvements.
2,Abysmal,"The film received <blank> reviews from critics, with several calling it the worst release of the entire year."
2,Abysmal,"Working conditions in the Victorian factory were <blank>, with children labouring fourteen hours daily in dangerous circumstances."
2,Abysmal,The student's <blank> attendance record—present for only twelve days all term—made passing the course virtually impossible.
2,Abysmal,The council's <blank> handling of the flooding crisis left hundreds of families without proper support for weeks.
2,Abysmal,The hotel's <blank> standards of cleanliness prompted health inspectors to threaten immediate closure unless improvements were made.
2,Abysmal,"After three <blank> years of declining sales and mounting debts, the business finally declared bankruptcy."
2,Accolade,The young novelist received the highest <blank> in British literature when she won the prestigious Booker Prize.
2,Accolade,"After thirty years of dedication to marine conservation, Dr. Morrison finally received the international <blank> her work deserved."
2,Accolade,The chef considered a favourable review from the notoriously critical food writer to be the ultimate professional <blank>.
2,Accolade,Receiving an <blank> from the Queen for services to education was the proudest moment of the headmistress's career.
2,Accolade,"The film swept the awards ceremony, collecting every major <blank> including best picture, director, and screenplay."
2,Accolade,The scientist's groundbreaking research on climate change earned her numerous <blank> from institutions worldwide.
2,Accolade,Being invited to conduct at the Royal Albert Hall was an <blank> that confirmed Marcus's status among Britain's finest musicians.
2,Accolade,"The veteran actress brushed aside the latest <blank>, insisting that good work itself was reward enough."
2,Accolade,The architect's innovative design received the highest <blank> from the Royal Institute of British Architects.
2,Accolade,"Despite winning countless <blank> throughout his career, the humble professor claimed his students' success mattered most."
2,Accustom,"After living in London for six months, Hiroshi began to <blank> himself to the constant noise and crowds of city life."
2,Accustom,The puppy needed time to <blank> itself to its new home before introducing it to other family pets.
2,Accustom,The doctor advised Margaret to gradually <blank> her eyes to wearing contact lenses rather than switching abruptly from spectacles.
2,Accustom,"Moving from coastal Cornwall to the Midlands, the family struggled to <blank> themselves to being so far from the sea."
2,Accustom,The boot camp's purpose was to <blank> new recruits to military discipline and the demands of service life.
2,Accustom,It took weeks for Professor Chen to <blank> herself to lecturing in English after teaching in Mandarin for twenty years.
2,Accustom,The coach worked to <blank> the team to playing on artificial turf before their crucial away match.
2,Accustom,"After retirement, Robert found it difficult to <blank> himself to having unstructured days with no work obligations."
2,Accustom,The theatre director tried to <blank> the nervous young actress to performing before large audiences through gradual exposure.
2,Accustom,Living in Scotland meant the Australian exchange student had to <blank> herself to dramatically shorter winter days and longer darkness.
2,Acerbic,The theatre critic's <blank> review described the musical as 'a tortuous assault on both ears and intelligence' that left the cast devastated.
2,Acerbic,"Margaret's <blank> wit could slice through pretension like a knife, leaving pompous colleagues squirming uncomfortably at dinner parties."
2,Acerbic,The food blogger's <blank> commentary on the restaurant's 'tragic interpretation of Yorkshire pudding' went viral within hours.
2,Acerbic,His <blank> tone when discussing his ex-wife's new husband revealed years of unresolved bitterness and resentment.
2,Acerbic,"The novelist was known for her <blank> dialogue that captured the sharp, cutting remarks people make when relationships disintegrate."
2,Acerbic,"Professor Hartley's <blank> feedback on essays often reduced students to tears, though it invariably improved their writing dramatically."
2,Acerbic,The politician's <blank> dismissal of her opponent's proposal—calling it 'infantile nonsense from someone clearly out of their depth'—shocked viewers.
2,Acerbic,James regretted his <blank> comment about his sister's cooking the moment he saw her wounded expression across the table.
2,Acerbic,The comedian's <blank> observations about modern life were hilarious but left some audience members feeling uncomfortably exposed.
2,Acerbic,Catherine's <blank> response to her neighbour's complaint—'Perhaps if you spent less time spying and more time parenting'—ended their friendship permanently.
2,Acronym,The new employee felt overwhelmed when colleagues kept using the <blank> 'GDPR' without explaining it meant General Data Protection Regulation.
2,Acronym,"Dr. Sanders had to remind himself that NASA was an <blank> standing for National Aeronautics and Space Administration, not simply a word."
2,Acronym,The hospital's extensive use of medical <blank> like 'CT' and 'MRI' left patients confused during consultations with specialists.
2,Acronym,"In her presentation, Rebecca explained that 'radar' began as an <blank> for 'radio detection and ranging' before becoming a standard word."
2,Acronym,The Ministry's obsession with creating an <blank> for every initiative resulted in confusing labels like 'SPRITE' and 'FALCON' that nobody could remember.
2,Acronym,"When Timothy asked what 'scuba' meant, his diving instructor explained it was an <blank> for 'self-contained underwater breathing apparatus'."
2,Acronym,The teenage girls invented their own <blank>—'FOMO' for 'fear of missing out'—which quickly spread through social media platforms.
2,Acronym,"The report was incomprehensible, filled with technical <blank> that assumed readers already understood the Defence Ministry's internal jargon."
2,Acronym,Professor Williams traced how 'laser' evolved from an <blank> for 'light amplification by stimulated emission of radiation' into everyday vocabulary.
2,Acronym,"The recruits had to memorise dozens of military <blank> during basic training, from 'NCO' to 'AWOL', before they could understand orders."
2,Adamant,"Despite her family's pleading, Grandmother remained <blank> that she would not sell the farmhouse where she had lived for sixty years."
2,Adamant,"The headmaster was <blank> about maintaining the school's traditional uniform policy, refusing to consider the students' petition for changes."
2,Adamant,"Susan's <blank> refusal to apologise for speaking the truth cost her the promotion, but she never regretted her decision."
2,Adamant,"The surgeon remained <blank> that operating immediately was too dangerous, despite the patient's desperate family demanding immediate action."
2,Adamant,"Thomas was <blank> that he had locked the front door, yet somehow the burglars had entered without forcing any entry points."
2,Adamant,"The council proved <blank> in their decision to demolish the Victorian building, ignoring the architects' pleas and historical society protests."
2,Adamant,"Eleanor's father was <blank> that she could not attend university in London, fearing the city would corrupt his innocent daughter."
2,Adamant,The detective remained <blank> about his theory even when new evidence seemed to contradict his conclusions about the robbery.
2,Adamant,"Despite mounting debts, Richard stayed <blank> that his business would succeed, pouring his remaining savings into the failing venture."
2,Adamant,"The elderly artist was <blank> that her paintings must never be sold commercially, wanting them donated to public galleries instead."
2,Advance,"The general ordered his troops to <blank> cautiously through the dense forest, knowing the enemy had laid numerous traps along the path."
2,Advance,Sarah's career began to <blank> rapidly after she successfully negotiated the merger that saved the company from bankruptcy.
2,Advance,The scientists could not <blank> their research without additional funding from government sources willing to support controversial work.
2,Advance,Wellington's army managed to <blank> across the muddy battlefield despite fierce resistance from Napoleon's entrenched defensive positions.
2,Advance,"The publisher offered Margaret a substantial <blank> payment for her novel before it was even completed, showing confidence in her talent."
2,Advance,"As storm clouds gathered overhead, the hiking group decided to <blank> quickly toward the shelter rather than setting up camp."
2,Advance,Technology continues to <blank> at a pace that leaves regulators struggling to create appropriate laws for emerging ethical dilemmas.
2,Advance,The chess player studied her opponent's position carefully before deciding which pieces to <blank> toward his vulnerable king.
2,Advance,Dr. Patel's revolutionary technique represented a significant <blank> in surgical procedures for treating previously inoperable brain tumours.
2,Advance,"The protest march began to <blank> down Whitehall toward Parliament, with thousands of demonstrators chanting slogans about climate action."
2,Aggressor,The playground supervisor identified Marcus as the <blank> after three witnesses confirmed he had started the fight deliberately.
2,Aggressor,"In the war crimes tribunal, prosecutors struggled to prove which nation had been the initial <blank> when hostilities first erupted."
2,Aggressor,The security footage clearly showed that the shopkeeper had acted in self-defence rather than being the <blank> in the altercation.
2,Aggressor,The divorce proceedings became complicated when both parties accused each other of being the primary <blank> in the relationship's breakdown.
2,Aggressor,"At the international summit, diplomats worked to isolate the <blank> nation through economic sanctions and diplomatic pressure."
2,Aggressor,"The documentary examined how historical narratives are written by victors, often obscuring which side was truly the original <blank>."
2,Aggressor,"In the territorial dispute, both countries claimed the other was the <blank>, making neutral mediation virtually impossible."
2,Aggressor,The police report identified the dog owner's negligence rather than the animal itself as the <blank> in the incident.
2,Aggressor,Corporate lawyers advised their client to settle quietly rather than be publicly identified as the <blank> in the harassment case.
2,Aggressor,The United Nations investigation aimed to determine the <blank> in the border conflict that had displaced thousands of refugees.
2,Ailment,The Victorian doctor diagnosed his patient with a mysterious <blank> that caused debilitating fatigue and unexplained joint pain.
2,Ailment,"Grandmother dismissed her persistent cough as merely a minor <blank>, refusing to visit the surgery until her daughter insisted."
2,Ailment,"The village healer claimed her herbal remedies could cure any <blank>, from common colds to more serious digestive disorders."
2,Ailment,"After months of tests, the specialist finally identified the rare <blank> responsible for Oliver's progressive vision loss."
2,Ailment,The insurance company refused to cover treatment for what they classified as a pre-existing <blank> from before the policy began.
2,Ailment,Dr. Morrison suspected his patient's vague symptoms indicated an underlying <blank> rather than simple stress as previously diagnosed.
2,Ailment,The tropical <blank> that swept through the expedition camp left half the researchers too ill to continue their work.
2,Ailment,"Elizabeth's recurring <blank> had plagued her since childhood, causing painful episodes that required increasingly strong medication."
2,Ailment,The occupational health nurse noted that the mysterious <blank> affecting factory workers might be linked to chemical exposure.
2,Ailment,"Despite suffering from a chronic <blank> that caused constant discomfort, the elderly professor never missed a single lecture."
2,Alienate,The company director's arrogant behaviour began to <blank> key clients who took their business to more respectful competitors.
2,Alienate,"Margaret's constant criticism of her daughter's choices threatened to <blank> the girl completely, driving her toward estranged relatives."
2,Alienate,The politician's inflammatory remarks about immigration managed to <blank> both progressive voters and moderate conservatives simultaneously.
2,Alienate,"Robert's obsessive dedication to his research started to <blank> his wife, who felt increasingly like an unwelcome distraction."
2,Alienate,The headmaster's rigid enforcement of petty rules served only to <blank> students who might otherwise have respected his authority.
2,Alienate,Catherine worried that her strong religious views would <blank> her university friends who held different philosophical perspectives.
2,Alienate,The author's decision to radically change her writing style in the new book risked <blank> loyal readers who loved her previous work.
2,Alienate,James discovered too late that his sarcastic sense of humour tended to <blank> colleagues rather than endear him to them.
2,Alienate,The council's plan to demolish the community centre would <blank> residents who viewed it as the neighbourhood's heart.
2,Alienate,"Eleanor's parents' constant interference in her marriage was beginning to <blank> her husband, creating dangerous tension in the relationship."
2,Alleviate,The doctor prescribed strong painkillers to <blank> the severe discomfort following the patient's complicated dental surgery.
2,Alleviate,The government's emergency fund aimed to <blank> the financial burden on families struggling with rising energy costs.
2,Alleviate,Dr. Chen hoped that her research into new therapies might <blank> the suffering of patients with chronic inflammatory conditions.
2,Alleviate,The charity's food distribution programme helped <blank> hunger in the impoverished district during the harsh winter months.
2,Alleviate,Margaret found that gentle yoga exercises could <blank> her persistent back pain more effectively than expensive physiotherapy sessions.
2,Alleviate,The council planted thousands of trees to <blank> the urban heat island effect making city summers unbearably hot.
2,Alleviate,The mediator's calm intervention managed to <blank> the tensions between the feuding neighbours before violence erupted.
2,Alleviate,The headmaster introduced flexible deadlines to <blank> the anxiety students experienced during examination periods.
2,Alleviate,Installing proper drainage systems would <blank> the flooding that plagued the village every time heavy rain fell.
2,Alleviate,The nurse used cold compresses to <blank> the burning sensation from the patient's severe sunburn.
2,Alluring,The mysterious stranger's <blank> smile suggested secrets and adventures that made sensible Sarah consider abandoning her careful life.
2,Alluring,Venice at sunset presented an <blank> vision of golden light on ancient buildings that entranced even the most jaded tourists.
2,Alluring,The con artist's <blank> proposition of guaranteed returns attracted investors who should have known better than to trust such promises.
2,Alluring,Catherine found her colleague's <blank> combination of confidence and vulnerability dangerously attractive despite her engagement.
2,Alluring,The advertisement painted an <blank> picture of tropical beaches and luxury that bore little resemblance to the actual resort.
2,Alluring,The orchestra's <blank> performance of the haunting melody drew the audience into a spell-like state of rapt attention.
2,Alluring,"James resisted the <blank> temptation to abandon his stable career for the risky startup opportunity, though the offer haunted him."
2,Alluring,"The restaurant's <blank> aromas of garlic, herbs, and roasting meat drew hungry pedestrians inside from the street."
2,Alluring,The university prospectus presented an <blank> vision of intellectual discovery that glossed over the harsh realities of student debt.
2,Alluring,Emma found the simplicity of country life increasingly <blank> after years of exhausting corporate deadlines and urban stress.
2,Amateur,The gallery exhibition featured work by talented <blank> artists who painted purely for passion rather than commercial success.
2,Amateur,"Despite his <blank> status in astronomy, Robert's discovery of the new comet earned him recognition from professional scientists worldwide."
2,Amateur,"The theatre company's <blank> production of Shakespeare surprised critics with its emotional depth, though the acting was occasionally uneven."
2,Amateur,"Margaret's <blank> attempts at plumbing repair flooded the bathroom, forcing her to finally call a qualified professional."
2,Amateur,The <blank> football league gave working men a chance to play competitively on Sundays without the pressures of professional sport.
2,Amateur,Professor Williams dismissed the theory as <blank> speculation unsupported by rigorous research or proper scientific methodology.
2,Amateur,The concert featured both professional musicians and gifted <blank> players who dedicated evenings and weekends to their instruments.
2,Amateur,James's <blank> interest in archaeology led him to volunteer on excavations during his holidays from his accountancy job.
2,Amateur,The detective could tell from the clumsy break-in that this was the work of <blank> thieves rather than experienced criminals.
2,Amateur,"Catherine's transition from <blank> photographer to professional required years of study, practice, and building a commercial portfolio."
2,Amnesty,"The queen's proclamation freed all political prisoners from the tower, granting them complete <blank> and allowing them to return home without fear of prosecution."
2,Amnesty,"After decades of civil unrest, the government offered <blank> to rebels who surrendered their weapons within thirty days."
2,Amnesty,"The university announced a week-long library book <blank>, encouraging students to return overdue materials without facing any fines or penalties."
2,Amnesty,"Parliament voted to extend <blank> to citizens who had fled the country during the war, promising they could return safely."
2,Amnesty,The organisation campaigned tirelessly for <blank> for journalists imprisoned for exposing corruption in their home countries.
2,Amnesty,"As part of the peace treaty, both sides agreed to grant <blank> to soldiers who had deserted during the conflict."
2,Amnesty,The new president's first act was to declare <blank> for thousands of non-violent offenders serving sentences for minor crimes.
2,Amnesty,Human rights groups celebrated when the military regime finally granted <blank> to all political dissidents held in detention centres.
2,Amnesty,"The council offered parking ticket <blank> for one month, allowing residents to pay outstanding fines without additional charges."
2,Amnesty,"Following the revolution, the provisional government issued a blanket <blank> covering all crimes committed during the uprising."
2,Ample,"The cottage garden produced <blank> vegetables throughout summer, providing far more tomatoes and courgettes than the family could possibly eat."
2,Ample,"With three hours before the train departed, Sarah had <blank> time to explore the cathedral and enjoy a leisurely lunch at the café."
2,Ample,"The solicitor's <blank> evidence convinced the jury of her client's whereabouts during the robbery, including receipts, witness statements, and CCTV footage."
2,Ample,"Despite the drought, the ancient well provided <blank> water for the entire village, never running dry even in the hottest months."
2,Ample,"The attic offered <blank> storage space for all the Christmas decorations, old furniture, and boxes of family photographs."
2,Ample,Her <blank> experience managing construction projects made her the ideal candidate to oversee the museum renovation.
2,Ample,The restaurant portions were so <blank> that most diners requested takeaway containers for their leftovers.
2,Ample,The inheritance provided <blank> funds to restore the manor house and maintain the grounds for years to come.
2,Ample,"The park's <blank> seating meant that even during the busiest summer weekends, families could always find a bench near the pond."
2,Ample,The evidence was <blank> and clear: muddy footprints led directly from the broken window to where the suspect was arrested.
2,Analogous,"The scientist explained that a cell's mitochondria is <blank> to a power station, converting nutrients into energy for the organism."
2,Analogous,"The way neural networks learn from data is <blank> to how children learn from experience, adjusting their responses based on outcomes."
2,Analogous,The barrister argued that the defendant's situation was <blank> to previous cases where similar circumstances had led to acquittal.
2,Analogous,The poet's use of seasonal change as representing human ageing is <blank> to Shakespeare's treatment of time in his sonnets.
2,Analogous,"The committee found that the company's management structure was <blank> to military hierarchy, with strict chains of command."
2,Analogous,"The architect noted that flying buttresses in Gothic cathedrals are <blank> to exoskeletons in insects, providing external structural support."
2,Analogous,The philosopher suggested that society's immune system fighting misinformation is <blank> to the body's immune system fighting disease.
2,Analogous,The relationship between predator and prey in nature is <blank> to the relationship between competing businesses in capitalism.
2,Analogous,The professor explained that electrical current flowing through a wire is <blank> to water flowing through a pipe.
2,Analogous,The curator observed that the Renaissance revival of classical forms was <blank> to the Victorian Gothic revival centuries later.
2,Analogy,The teacher used the <blank> of a library to explain how computer memory stores and retrieves information.
2,Analogy,"To help her nephew understand gravity, she drew an <blank> between a stretched rubber sheet and the fabric of space-time."
2,Analogy,The writer's <blank> comparing grief to an uninvited houseguest who eventually becomes familiar resonated with readers worldwide.
2,Analogy,The detective's <blank> between the crime scene patterns and a chess game helped the team predict the criminal's next move.
2,Analogy,"The financial adviser explained inflation using the <blank> of a balloon gradually losing air, making each breath inside worth less."
2,Analogy,His favourite <blank> for describing democracy was that it's like a garden requiring constant tending to prevent weeds taking over.
2,Analogy,The physicist struggled to find an adequate <blank> to help the journalist understand quantum entanglement for the general public.
2,Analogy,The coach's <blank> between building a successful team and baking bread emphasised the importance of patience and precise ingredients.
2,Analogy,The historian drew an interesting <blank> between the fall of Rome and modern concerns about overextended empires.
2,Analogy,The surgeon used the <blank> of a motorway junction to explain how blood vessels branch and merge throughout the body.
2,Anecdote,The MP shared a humorous <blank> about mistaking the Prime Minister's dog for a mop during her first week in Parliament.
2,Anecdote,Grandad's favourite <blank> involved accidentally proposing to the wrong woman at a village dance in 1952.
2,Anecdote,"The professor opened his lecture with an <blank> about Einstein's struggles with his own professor, making the students laugh."
2,Anecdote,She entertained guests with an <blank> about getting trapped in a telephone box during a thunderstorm with a sheep.
2,Anecdote,The biography included a charming <blank> about the author's childhood encounter with a famous poet at a railway station.
2,Anecdote,His <blank> about rescuing a swan from the canal only to be chased across the park made everyone roar with laughter.
2,Anecdote,The documentary featured an <blank> from a WWII veteran about sharing cigarettes with enemy soldiers on Christmas Eve.
2,Anecdote,The journalist's <blank> about interviewing a celebrity whilst stuck in a broken lift became legendary in newsroom folklore.
2,Anecdote,She prefaced her speech with an <blank> about her grandmother's advice before her first day at university forty years ago.
2,Anecdote,The guide's <blank> about a tourist mistaking a rare medieval tapestry for a tablecloth became part of the castle tour.
2,Animosity,"The <blank> between the two families had festered for generations, originating from a disputed property boundary in the 1800s."
2,Animosity,"Despite the board's efforts at reconciliation, the <blank> between the chairman and the finance director poisoned every meeting."
2,Animosity,"The neighbours' <blank> erupted after years of disputes over hedge height, parking spaces, and noise complaints."
2,Animosity,Historical <blank> between the rival villages dated back to medieval times when they supported opposite sides in a civil war.
2,Animosity,"The actress's <blank> towards the director was palpable during interviews, her curt responses revealing their bitter feud."
2,Animosity,The peace treaty failed to erase the <blank> that had built up during three years of devastating conflict.
2,Animosity,His <blank> towards the journalist who exposed his fraud was evident in the threatening letters he sent from prison.
2,Animosity,The <blank> in the office became unbearable after Sarah was promoted over colleagues who had worked there longer.
2,Animosity,The referee's biased decisions sparked <blank> amongst the supporters that continued long after the final whistle.
2,Animosity,"Despite their public smiles, the <blank> between the business partners was common knowledge, with lawyers already drafting dissolution papers."
2,Antithesis,"The cramped, dingy basement flat was the <blank> of the luxury penthouse she had lived in before her financial collapse."
2,Antithesis,"His generous, compassionate nature was the <blank> of his father's miserly and cold-hearted reputation."
2,Antithesis,"The sunny Mediterranean climate they encountered was the <blank> of the grey, drizzly British weather they had left behind."
2,Antithesis,"The new headmaster's chaotic, spontaneous teaching style proved to be the <blank> of his predecessor's rigid methodology."
2,Antithesis,The charity's transparent accounting practices were the <blank> of the scandal-ridden organisation it had replaced.
2,Antithesis,"Her calm, measured response was the <blank> of the panicked reaction everyone had expected."
2,Antithesis,"The minimalist white gallery space was the <blank> of the cluttered, colourful studio where the artist actually worked."
2,Antithesis,"The peaceful, orderly library was the <blank> of the rowdy, chaotic marketplace just outside its doors."
2,Antithesis,"His public image as a devoted family man was the <blank> of the neglectful, absent father his children actually knew."
2,Antithesis,"The verdant, thriving garden was the <blank> of the barren wasteland that had existed there just two years ago."
2,Apathetic,The <blank> crowd barely applauded when the mayor announced plans to save the historic theatre from demolition.
2,Apathetic,"Students remained stubbornly <blank> about the proposed curriculum changes, ignoring the petition that circulated through the common room."
2,Apathetic,The board was shocked by shareholders' <blank> response to the merger announcement that would fundamentally change the company.
2,Apathetic,"Despite the environmental catastrophe unfolding at the coastline, the government remained frustratingly <blank> about implementing protective measures."
2,Apathetic,The landlord's <blank> attitude towards the broken boiler left tenants shivering through another week of winter cold.
2,Apathetic,"Voters seemed increasingly <blank> about the election, with polls predicting the lowest turnout in decades."
2,Apathetic,The teenager's <blank> shrug when asked about his failing grades concerned his parents more than any outburst would have.
2,Apathetic,The council's <blank> response to residents' complaints about dangerous pavements continued until someone was seriously injured.
2,Apathetic,The museum director was dismayed by the public's <blank> reaction to the acquisition of a rare medieval manuscript.
2,Apathetic,Her colleagues' <blank> attitude towards the redundancy announcements suggested they had already mentally checked out.
2,Appease,The mother bought ice cream to <blank> her crying toddler after the disastrous haircut that left him looking like a medieval monk.
2,Appease,The company offered a twenty per cent discount to <blank> angry customers whose orders had been delayed for three months.
2,Appease,The council planted new trees in the park to <blank> residents furious about the Victorian bandstand's demolition.
2,Appease,"Hoping to <blank> the critics who savaged his first novel, the author completely rewrote the ending before publication."
2,Appease,The restaurant manager sent complimentary champagne to <blank> the couple whose anniversary dinner had been ruined by a power cut.
2,Appease,The Prime Minister's speech attempted to <blank> backbenchers threatening rebellion over the controversial taxation policy.
2,Appease,The landlord finally repaired the roof to <blank> tenants who had threatened to contact the housing authority.
2,Appease,"To <blank> his wife after forgetting their anniversary, he booked a surprise weekend in Paris with tickets to her favourite musical."
2,Appease,The museum added more seating to <blank> elderly visitors who complained about the exhausting layout of the Egyptian exhibition.
2,Appease,The headmaster introduced longer lunch breaks to <blank> students protesting about the overcrowded dining hall.
2,Archive,"The historian spent months in the dusty <blank>, examining handwritten letters from soldiers who fought in the Crimean War."
2,Archive,The newspaper's digital <blank> allowed researchers to search every article published since 1843 within seconds.
2,Archive,The family discovered a box of photographs in grandmother's attic that belonged in a proper <blank> rather than deteriorating in the damp.
2,Archive,The library's <blank> contained irreplaceable medieval manuscripts that scholars travelled from across the world to study.
2,Archive,The BBC's vast <blank> of radio programmes included recordings dating back to the corporation's founding in the 1920s.
