level,word,quiz_sentence
1,Acquire,The museum hoped to <blank> the old map for its collection.
1,Acquire,He tried to <blank> the skill by practising every day.
1,Acquire,They went to the market to <blank> fresh apples for the pie.
1,Acquire,"Over the summer, he managed to <blank> a neat handwriting style."
1,Acquire,The explorers set out to <blank> supplies before the storm.
1,Acquire,She needed to <blank> permission before using the hall.
1,Acquire,He was proud to <blank> a small library of his own.
1,Acquire,The team aimed to <blank> new tactics during training.
1,Acquire,They hoped to <blank> the land beside the river for a garden.
1,Acute,She felt <blank> pain in her ankle after the fall.
1,Acute,His <blank> hearing meant he noticed the faint whistle.
1,Acute,An <blank> shortage of water forced the village to ration.
1,Acute,The doctor said it was <blank> and needed quick attention.
1,Acute,He had an <blank> sense of smell and found the hidden biscuits.
1,Acute,Their <blank> worry eased only after the call came.
1,Acute,"A sudden, <blank> fear gripped her when the lights went out."
1,Acute,The coach admired his <blank> awareness of the game.
1,Acute,The puppy made an <blank> yelp when it stepped on a thorn.
1,Acute,The storm brought an <blank> change in the temperature.
1,Adhere,The wet paint made the poster <blank> to the wall.
1,Adhere,She promised to <blank> to the rules during the match.
1,Adhere,The bandage would not <blank> because his skin was damp.
1,Adhere,"He decided to <blank> to his plan, even when others doubted him."
1,Adhere,The label failed to <blank> after the bottle was chilled.
1,Adhere,The pupils were told to <blank> to the timetable on the trip.
1,Adhere,The plaster would <blank> better once the surface dried.
1,Adhere,She tried to <blank> to her promise and arrived early.
1,Adhere,The sticker did not <blank> to the dusty window.
1,Adhere,He was asked to <blank> to the safety instructions.
1,Adjourn,The council decided to <blank> the meeting until Monday.
1,Adjourn,They had to <blank> the trial when the witness fell ill.
1,Adjourn,The headteacher chose to <blank> the discussion after the bell.
1,Adjourn,"With the clock striking nine, they agreed to <blank> and continue later."
1,Adjourn,The committee voted to <blank> so everyone could review the report.
1,Adjourn,"The debate grew heated, so they agreed to <blank> for a cooling-off break."
1,Adjourn,"They had no time to finish, so the chair had to <blank> the session."
1,Adjourn,"When the lights failed, the judge had to <blank> the court."
1,Adjourn,The team decided to <blank> the rehearsal until the next day.
1,Adjourn,The club chose to <blank> and meet again after the holidays.
1,Adopt,They decided to <blank> the stray dog and give it a home.
1,Adopt,She wanted to <blank> a new routine to help her study.
1,Adopt,The council chose to <blank> the plan after the vote.
1,Adopt,He asked if they could <blank> the kitten from the shelter.
1,Adopt,The school decided to <blank> a code of fair play.
1,Adopt,They were thrilled to <blank> a baby and start a family.
1,Adopt,The team agreed to <blank> a new strategy for the final.
1,Adopt,She decided to <blank> a kinder tone with her brother.
1,Adopt,The villagers voted to <blank> a new plan for the old bridge rather than tear it down.
1,Adopt,He planned to <blank> a quieter route to avoid traffic.
1,Adore,"She would always <blank> her grandfather, who told the best stories."
1,Adore,The little boy said he would <blank> his puppy forever.
1,Adore,He came to <blank> the library because it felt safe and calm.
1,Adore,"They <blank> their teacher, who made every lesson an adventure."
1,Adore,She said she could <blank> the smell of fresh bread each morning.
1,Adore,The fans <blank> the singer and waited in the rain.
1,Adore,He grew to <blank> the old oak tree in the garden.
1,Adore,"The twins <blank> their aunt, who brought them books."
1,Adore,She could not help but <blank> the tiny lamb she rescued.
1,Adore,They <blank> the seaside town and returned every summer.
1,Adorn,Ribbons helped her <blank> the plain cake before the party.
1,Adorn,Paper stars were used to <blank> the hall for the concert.
1,Adorn,He chose wildflowers to <blank> his sister's bicycle basket.
1,Adorn,Bright flags were chosen to <blank> the float for the parade.
1,Adorn,Auntie decided to <blank> the frame with tiny shells she found.
1,Adorn,"We stayed late, <blank>ing the stage for the school play."
1,Adorn,The artist began to <blank> the mural with gold paint.
1,Adorn,The bride asked her cousins to <blank> the arch with ivy.
1,Adorn,She tried to <blank> her diary cover with stickers and lace.
1,Adorn,The shop window was <blank>ed with festive lights for Bonfire Night.
1,Adverse,The match was postponed because of <blank> weather.
1,Adverse,A run of <blank> events at home dragged his grades down.
1,Adverse,An <blank> forecast forced the hikers to turn back on the ridge.
1,Adverse,Skipping breakfast had <blank> effects on her energy.
1,Adverse,The garden struggled in <blank> soil and shade.
1,Adverse,They had to decide quickly during <blank> winds.
1,Adverse,The rescue team pressed on despite <blank> visibility on the moor.
1,Adverse,<blank> feedback from the council stalled the project.
1,Adverse,His knee had an <blank> reaction to the long run.
1,Adverse,The sailing club closed for the day due to <blank> tides.
1,Affable,The new coach was <blank> and greeted every player by name.
1,Affable,Her <blank> manner put the nervous guests at ease.
1,Affable,Even the shy pupil opened up to his <blank> neighbour.
1,Affable,An <blank> joke from the tour guide kept the group cheerful.
1,Affable,She thanked the <blank> shopkeeper for helping with the bags.
1,Affable,His <blank> smile made it easy to ask for directions.
1,Affable,The headteacher remained <blank> during the parents' meeting.
1,Affable,The <blank> vet explained each step while stroking the dog.
1,Affable,We trusted the <blank> taxi driver who chatted politely.
1,Affable,The <blank> host offered everyone a warm cup of tea.
1,Aghast,She went <blank> when she saw the smashed window.
1,Aghast,The class sat <blank> as the hamster escaped its cage.
1,Aghast,Mum stared <blank> at the muddy footprints on the sofa.
1,Aghast,He stood <blank> after realising he had lost the tickets.
1,Aghast,The judge seemed <blank> by the sudden confession.
1,Aghast,We were <blank> to find the cake missing from the fridge.
1,Aghast,The coach was <blank> at the team's rude behaviour.
1,Aghast,I felt <blank> when the fireworks sparked too close.
1,Aghast,They were <blank> to discover the boat drifting away.
1,Aghast,She looked <blank> to see the cat had tipped the fish bowl.
1,Albeit,"He finished the race, <blank> with a limp."
1,Albeit,"The picnic went ahead, <blank> under grey skies."
1,Albeit,"She agreed to help, <blank> with a reluctant shrug."
1,Albeit,"We reached the village, <blank> much later than planned."
1,Albeit,"The play was funny, <blank> a little too long."
1,Albeit,"The castle was impressive, <blank> rather chilly inside."
1,Albeit,"He solved the puzzle, <blank> after several hints."
1,Albeit,"The dog returned, <blank> with a muddy tail."
1,Albeit,"The cake looked fancy, <blank> tasting quite plain."
1,Albeit,"They won the match, <blank> by a narrow margin."
1,Alibi,He gave an <blank> and said he was at the cinema.
1,Alibi,The detective checked her <blank> by calling the bus depot.
1,Alibi,"Without a clear <blank>, the suspect stayed under watch."
1,Alibi,She had an <blank> because the coach saw her at practice.
1,Alibi,His <blank> fell apart when the shop's cameras were checked.
1,Alibi,The twins shared an <blank> about visiting their gran.
1,Alibi,A neighbour confirmed his <blank> from the late-night shift.
1,Alibi,"Her <blank> was solid, with receipts from the café."
1,Alibi,The officer asked for an <blank> to rule him out.
1,Alibi,The witness provided an <blank> that matched the timetable.
1,Allay,The teacher tried to <blank> our worries before the test.
1,Allay,A quick call home helped <blank> her fears.
1,Allay,He brought hot tea to <blank> her shaking nerves.
1,Allay,Clear instructions did much to <blank> the team's doubts.
1,Allay,The pilot's calm voice <blank>ed everyone's panic.
1,Allay,Her steady smile seemed to <blank> his unease.
1,Allay,The nurse explained the steps to <blank> his concern.
1,Allay,A friendly wave from the umpire <blank>ed the crowd's tension.
1,Allay,The coach spoke kindly to <blank> the players' anxiety.
1,Allay,The guide's torchlight helped <blank> our uneasiness in the cave.
1,Aloof,"He stayed <blank> at the party, watching from the corner."
1,Aloof,She seemed <blank> and never joined the games at break.
1,Aloof,"The new student was <blank>, barely speaking to anyone."
1,Aloof,His <blank> reply made the class feel unwelcome.
1,Aloof,"The cat was <blank>, refusing even a pat."
1,Aloof,She remained <blank> while the others laughed together.
1,Aloof,The actor looked <blank> as fans waved at the gate.
1,Aloof,He acted <blank> during the group project and offered no ideas.
1,Aloof,The <blank> neighbour kept to himself and closed the door quickly.
1,Aloof,Her <blank> manner made it hard to start a conversation.
1,Ambles,"Grandad <blank> along the canal, pausing to greet each boat."
1,Ambles,"The dog <blank> beside him, wagging slowly."
1,Ambles,"She <blank> to the bakery, enjoying the warm morning air."
1,Ambles,The farmer <blank> through the field after feeding the hens.
1,Ambles,"He <blank> past the shops, humming to himself."
1,Ambles,The cat <blank> down the lane as if it had all day.
1,Ambles,"She <blank> into the kitchen, still in her slippers."
1,Ambles,The guard <blank> across the courtyard to lock the gate.
1,Ambles,"He <blank> through the park, stopping to watch the ducks."
1,Ambles,The old pony <blank> along the track without any hurry.
1,Ambling,We spotted an <blank> badger crossing the lane at dusk.
1,Ambling,"She was <blank> through the market, tasting free samples."
1,Ambling,"The children went <blank> by the river, tossing stones."
1,Ambling,He enjoyed an <blank> stroll after dinner with his dad.
1,Ambling,An <blank> walk gave us time to talk about the show.
1,Ambling,They spent the afternoon <blank> around the museum gardens.
1,Ambling,The hikers kept an <blank> pace to save their energy.
1,Ambling,She was <blank> home when she noticed the lost puppy.
1,Ambling,The scout reported an <blank> patrol along the fence.
1,Ambling,I saw him <blank> across the square with a book under his arm.
1,Amend,She had to <blank> her essay after the teacher's note.
1,Amend,The council voted to <blank> the rule about bike storage.
1,Amend,He promised to <blank> his mistake and apologise.
1,Amend,They met to <blank> the plan before the trip.
1,Amend,We need to <blank> the timetable after the bus changes.
1,Amend,The editor agreed to <blank> the headline for clarity.
1,Amend,She tried to <blank> the recipe after it turned out too salty.
1,Amend,The team asked to <blank> the contract by one week.
1,Amend,He chose to <blank> his report and add the missing facts.
1,Amend,The club decided to <blank> its rules for new members.
1,Amiable,The <blank> librarian chatted about books as she stamped them.
1,Amiable,He gave an <blank> nod to the nervous visitor.
1,Amiable,Our <blank> neighbour brought over fresh scones.
1,Amiable,The <blank> referee explained the call without fuss.
1,Amiable,She has an <blank> personality that puts people at ease.
1,Amiable,The <blank> dentist told a joke before the check-up.
1,Amiable,His <blank> manner made the long journey pleasant.
1,Amiable,The puppy had an <blank> nature and loved everyone.
1,Amiable,An <blank> host greeted us with hot chocolate.
1,Amiable,The <blank> nurse asked if we needed anything else.
1,Amply,The torch was <blank> bright for the dark tunnel.
1,Amply,She was <blank> prepared with maps and spare batteries.
1,Amply,The prize money <blank> covered the team's travel costs.
1,Amply,He was <blank> strong enough to lift the suitcase.
1,Amply,The evidence <blank> proved he was telling the truth.
1,Amply,We were <blank> supplied with water for the hike.
1,Amply,Her explanation was <blank> clear to the whole class.
1,Amply,The car had <blank> space for all the bags.
1,Amply,Their savings were <blank> sufficient for the new bikes.
1,Amply,The crowd was <blank> entertained by the street performer.
1,Anguish,She cried out in <blank> when she lost her treasured ring.
1,Anguish,The missing dog caused days of <blank> for the family.
1,Anguish,He felt deep <blank> after hurting his best friend.
1,Anguish,The book described the <blank> of the stranded sailors.
1,Anguish,Her face showed <blank> as the ambulance drove away.
1,Anguish,The child spoke of the <blank> of being left behind.
1,Anguish,He wrote a poem about the <blank> of saying goodbye.
1,Anguish,The villagers shared the <blank> of the storm's damage.
1,Anguish,A letter from home eased his <blank> at the camp.
1,Anguish,She hid her <blank> behind a brave smile.
1,Anxious,She felt <blank> while waiting for the exam results.
1,Anxious,He became <blank> when the bus was late.
1,Anxious,The puppy looked <blank> during the thunderstorm.
1,Anxious,Mum grew <blank> as the medicine failed to arrive.
1,Anxious,I was <blank> about speaking in front of the class.
1,Anxious,The team were <blank> before the final whistle.
1,Anxious,He sounded <blank> on the phone when no one answered.
1,Anxious,She stayed <blank> until her brother got home.
1,Anxious,The campers were <blank> when they couldn't find the path.
1,Anxious,We were <blank> as the clouds darkened over the field.
1,Aped,"At the talent show, Leo <blank> the singer’s dramatic bow so well that the crowd laughed and clapped for him."
1,Aped,"Maya watched her older sister paint, then <blank> every stroke with a toy brush on a scrap of paper."
1,Aped,"During rehearsal, the understudy <blank> the lead actor’s limp so convincingly that even the director was surprised."
1,Aped,"The puppy <blank> its owner’s yawn, opening its mouth wide and stretching its paws."
1,Aped,"On the field trip, Josh <blank> the tour guide’s accent for a joke, and his friends instantly recognized the imitation."
1,Aped,"After seeing the magician’s flourish, the kid <blank> the motion with a deck of cards from home."
1,Aped,"Lena <blank> her friend’s laugh to tease her, and they both ended up laughing harder."
1,Aped,"At the café, the barista <blank> the customer’s fancy order just to get it right the next time."
1,Aped,"The rookie <blank> the veteran’s warm-up routine, hoping it would help him play better."
1,Aped,"When the parrot <blank> the dog’s bark, everyone knew it had been listening all afternoon."
1,Apex,"By sunrise, the hikers reached the mountain’s <blank>, and the whole valley spread beneath their boots."
1,Apex,"The gymnast stuck her landing at the <blank> of her routine, when the crowd held its breath."
1,Apex,"After years of practice, his performance at the regional finals felt like the <blank> of his career."
1,Apex,"The spaceship finally cleared the clouds, reaching the <blank> of its climb before drifting into calm silence."
1,Apex,The detective knew the chase had reached its <blank> when the suspect stepped onto the bridge with nowhere to go.
1,Apex,"At the <blank> of the roller coaster, we paused for a second before the scream-filled drop."
1,Apex,"Her speech built steadily to the <blank>, where she revealed the plan that changed everything."
1,Apex,The story’s <blank> came when the missing key was found inside the old clock.
1,Apex,"The team hit their <blank> in the final minute, scoring the goal they’d dreamed about."
1,Apex,"Standing at the <blank> of the lighthouse stairs, I felt the wind roar past my face."
1,Appeal,The colorful posters had little <blank> to Ben until he heard the band he loved would play.
1,Appeal,Her quiet smile had an <blank> that made even strangers trust her.
1,Appeal,The idea of a weekend hike held more <blank> than another night of TV.
1,Appeal,The old diner’s <blank> was in its friendly owner and the smell of fresh pie.
1,Appeal,The job offer had <blank> because it promised adventure and a chance to travel.
1,Appeal,"Even though the shoes were expensive, their <blank> was strong when she saw them sparkle in the window."
1,Appeal,The story’s <blank> grew as the mystery deepened and the clues clicked together.
1,Appeal,"For Sam, the town’s <blank> was its calm river and the chance to fish every morning."
1,Appeal,The teacher’s lesson had <blank> because it included a surprising experiment.
1,Appeal,The tiny bookstore had a special <blank> that pulled me in from the rainy street.
1,Appease,"To <blank> the angry toddler, her dad handed her the missing stuffed rabbit."
1,Appease,The captain offered extra blankets to <blank> the chilly passengers as the ferry crossed the lake.
1,Appease,Mina baked cookies to <blank> her brother after she broke his model plane.
1,Appease,The mayor tried to <blank> the crowd by promising a public meeting the next day.
1,Appease,"To <blank> the nervous dog, she spoke softly and held out a treat."
1,Appease,The coach told a joke to <blank> the team’s tension before the final play.
1,Appease,She wrote a heartfelt note to <blank> her friend after the misunderstanding.
1,Appease,The shop owner offered a refund to <blank> the customer who waited too long.
1,Appease,The babysitter sang a lullaby to <blank> the baby’s tears.
1,Appease,He brought flowers to <blank> his partner after forgetting their anniversary.
1,Apprise,Please <blank> the committee of the schedule change before they arrive.
1,Apprise,I promised to <blank> my neighbors that the fireworks would start early.
1,Apprise,The coach asked the assistant to <blank> the players of the new practice time.
1,Apprise,She called to <blank> her parents that she’d reached the campsite safely.
1,Apprise,We should <blank> the client of the delay so no one is surprised.
1,Apprise,The receptionist will <blank> you of any messages while you’re in the meeting.
1,Apprise,He sent a quick text to <blank> his team that the power was back on.
1,Apprise,I need to <blank> the teacher of my absence for the tournament.
1,Apprise,The guide <blank> the hikers of the storm moving in from the west.
1,Apprise,They will <blank> everyone of the new rules before the game begins.
1,Approve,The principal will <blank> the field trip only if every form is signed.
1,Approve,Mom wouldn’t <blank> the sleepover until she met the host’s parents.
1,Approve,The editor refused to <blank> the article until the final fact was checked.
1,Approve,Our coach had to <blank> the new uniforms before we could order them.
1,Approve,The bank will <blank> the loan after reviewing the application.
1,Approve,The director will <blank> the scene once the lighting looks right.
1,Approve,She asked her mentor to <blank> the proposal before sending it out.
1,Approve,Only the judge can <blank> the adoption request.
1,Approve,The committee voted to <blank> the plan for a new library.
1,Approve,Dad finally <blank> my bike route after I showed him the safety map.
1,Archaic,"In the museum, an <blank> map showed seas labeled with monsters and myths."
1,Archaic,The professor smiled at the <blank> words in the poem that no one uses today.
1,Archaic,"We found an <blank> farming tool in the barn, rusty and strange in shape."
1,Archaic,His collection included an <blank> phone that used a spinning dial.
1,Archaic,The castle tour guide pointed to an <blank> lock that needed a heavy iron key.
1,Archaic,Grandma’s story featured <blank> customs from her childhood village.
1,Archaic,The textbook described an <blank> system of laws replaced long ago.
1,Archaic,"On the stage, the actors wore <blank> costumes with stiff collars and lace."
1,Archaic,The recipe called for an <blank> measure that the cook had to convert.
1,Archaic,The town square displayed an <blank> clock that chimed only once a day.
1,Ardour,"With <blank>, she cheered so loudly that her voice cracked before halftime."
1,Ardour,"His <blank> for astronomy kept him up late, sketching constellations by the window."
1,Ardour,The artist painted with such <blank> that every brushstroke seemed alive.
1,Ardour,Their <blank> for the project spread to the rest of the team like a spark.
1,Ardour,"Maya spoke with <blank> about protecting the river, and the crowd listened closely."
1,Ardour,"He chased the dream with <blank>, practicing piano even on holidays."
1,Ardour,"The volunteers worked with <blank>, smiling despite the long day."
1,Ardour,Her <blank> for the story showed in the way she clutched the book to her chest.
1,Ardour,The coach praised the players’ <blank> for training in the cold rain.
1,Ardour,I could feel his <blank> for cooking when he described the spices with shining eyes.
1,Arduous,"The <blank> climb left our legs shaking, but the view made it worth it."
1,Arduous,"After the storm, the <blank> cleanup took all weekend and every spare hand."
1,Arduous,"Training for the marathon was <blank>, yet she refused to skip a single run."
1,Arduous,The <blank> trek across the desert drained our water faster than expected.
1,Arduous,He finished the <blank> assignment after hours of careful calculations.
1,Arduous,The rescue team faced an <blank> journey through deep snow.
1,Arduous,"The <blank> job of moving the piano required ropes, wheels, and four friends."
1,Arduous,"Studying a new language felt <blank> at first, but the small wins kept her going."
1,Arduous,The <blank> search through the forest lasted until dusk.
1,Arduous,We endured an <blank> week of rehearsals before opening night.
1,Arid,"The <blank> hills cracked under the sun, and even the lizards moved slowly."
1,Arid,"In the <blank> valley, a single cactus stood like a lonely guard."
1,Arid,Our guide warned that the <blank> plains had no streams for miles.
1,Arid,The farmer pointed to the <blank> field and shook his head at the lack of rain.
1,Arid,"After weeks without clouds, the <blank> soil crumbled in my fingers."
1,Arid,The <blank> wind carried dust that stung our eyes.
1,Arid,We crossed an <blank> stretch of land where only rocks and thorny shrubs survived.
1,Arid,Her story described an <blank> island where fresh water was precious.
1,Arid,The caravan sought shade in an <blank> desert that shimmered like glass.
1,Arid,The <blank> climate made the oasis feel like a miracle.
1,Aroma,The <blank> of cinnamon drifted from the bakery and pulled us inside.
1,Aroma,"As the lid lifted, the <blank> of fresh coffee filled the kitchen."
1,Aroma,The garden’s <blank> of roses lingered on her coat after the walk.
1,Aroma,"When the stew started to simmer, its <blank> drew everyone to the table."
1,Aroma,He opened the spice jar and a sharp <blank> of clove rose into the air.
1,Aroma,The campfire’s <blank> clung to our hair long after we packed up.
1,Aroma,A warm <blank> of toasted bread made the late night feel cozy.
1,Aroma,The <blank> of rain-soaked earth rolled in with the first thunder.
1,Aroma,She followed the <blank> of popcorn to find the movie stand.
1,Aroma,The herbal tea released a calming <blank> that slowed my breathing.
1,Arouse,"The sudden whistle <blank> the sleepy crowd, and heads snapped toward the stage."
1,Arouse,Her speech could <blank> curiosity even in the most distracted students.
1,Arouse,The strange footprints <blank> suspicion among the campers at dawn.
1,Arouse,"To <blank> the fire, he added dry twigs and blew gently."
1,Arouse,The mystery letter was enough to <blank> a sense of adventure in all of us.
1,Arouse,The coach’s pep talk <blank> determination before the final quarter.
1,Arouse,The soft music managed to <blank> a wave of nostalgia in the audience.
1,Arouse,The unexpected knock at midnight <blank> everyone in the house.
1,Arouse,The magician’s opening trick <blank> wonder in the children’s eyes.
1,Arouse,A single rumor can <blank> fear if no one checks the facts.
1,Array,"On the table lay an <blank> of shells, each lined up by size and color."
1,Array,"She opened the drawer to an <blank> of paints, from pale pastels to bold reds."
1,Array,The market offered an <blank> of fruits that made my basket feel too small.
1,Array,The museum displayed an <blank> of masks from dozens of cultures.
1,Array,He faced an <blank> of choices at the ice cream counter and couldn’t decide.
1,Array,The sky at sunset was an <blank> of pinks and golds.
1,Array,The classroom shelves held an <blank> of science kits ready for experiments.
1,Array,"In the toolbox, an <blank> of wrenches clinked as he searched for the right one."
1,Array,"The festival featured an <blank> of performances, from dancers to drummers."
1,Array,Her closet showed an <blank> of costumes from years of theater.
1,Artful,"With an <blank> twist of her wrist, the chef folded the crepe without tearing it."
1,Artful,The <blank> storyteller paused at just the right moments to keep us guessing.
1,Artful,His <blank> dodge let him slip past the defender and score.
1,Artful,She wore an <blank> necklace made from tiny painted seeds.
1,Artful,The <blank> photographer captured the storm’s beauty without the lightning overwhelming the frame.
1,Artful,Their <blank> negotiation turned a tense meeting into a friendly deal.
1,Artful,The <blank> design of the kite made it dance in the wind.
1,Artful,He offered an <blank> compliment that eased the disagreement.
1,Artful,The <blank> cat tiptoed past the sleeping dog to steal the sandwich.
1,Artful,Her <blank> handwriting made the invitation look like it belonged in a gallery.
1,Article,The <blank> about the lighthouse rescue made the whole town proud.
1,Article,She clipped an <blank> from the newspaper and pinned it above her desk.
1,Article,"His first <blank> was published online, and he read it five times."
1,Article,The <blank> described the new park and how families could help plant trees.
1,Article,"When the <blank> about the storm went live, neighbors rushed to secure their windows."
1,Article,The editor returned the <blank> with notes in the margins.
1,Article,I finished the <blank> on the train and finally understood the debate.
1,Article,Her history project used an <blank> from a 1950s magazine as evidence.
1,Article,The science <blank> explained the comet’s path in simple terms.
1,Article,Dad shared an <blank> about a local hero and we talked about it at dinner.
1,Ascent,"The hikers rested at the switchback, and when the fog lifted, their <blank> to the summit suddenly felt possible."
1,Ascent,"By the time the sun reached the ridge, her steady <blank> had put the whole group above the tree line."
1,Ascent,His <blank> of the old lighthouse stairs left his legs shaking but his grin wide.
1,Ascent,We cheered the balloon’s <blank> as it rose over the valley with the morning breeze.
1,Ascent,"The map promised a gentle <blank>, yet the path turned out to be rocky and steep."
1,Ascent,"During the storm, the pilot kept a slow <blank> to clear the peaks safely."
1,Ascent,"Her <blank> in the company was slow at first, then rapid after the project launch."
1,Ascent,"As the choir sang, the <blank> of the melody lifted the hall into a hush."
1,Ascent,"The city watched the rocket’s <blank>, holding their breath until it vanished."
1,Ascent,"With each rung, the firefighter’s <blank> up the ladder drew a larger crowd of onlookers."
1,Aspire,She watched her mentor lead the team and began to <blank> to the same kind of steady leadership.
1,Aspire,"After tasting his first home-baked loaf, he decided to <blank> to open a small bakery."
1,Aspire,The young coder didn’t just want a job; she chose to <blank> to build tools that helped people learn.
1,Aspire,"When the village rebuilt the school, the children began to <blank> to become the teachers they admired."
1,Aspire,"He kept a notebook of ideas, a sign that he still <blank> to create a film someday."
1,Aspire,"Their coach reminded them to <blank> toward progress, not perfection, as the season began."
1,Aspire,Seeing the marathon finish line inspired her to <blank> to run one herself.
1,Aspire,The apprentice began to <blank> to craft guitars like his grandfather did.
1,Aspire,"After the community garden thrived, neighbors started to <blank> to greener streets."
