level,word,sentence
4,assumption,The _____ needed to be verified during the lesson.
4,auspicious,The sunny morning was an _____ start to the wedding day.
4,auspicious,His sister used a _____ approach at home at school.
4,auspicious,The _____ quality was evident immediately during the activity.
4,auspicious,She showed a _____ nature that everyone admired in the library.
4,auspicious,The _____ characteristic made him stand out during the discussion.
4,auspicious,His _____ response surprised everyone during the match in the exercise.
4,auspicious,The _____ way she acted was remarkable in the story.
4,auspicious,She demonstrated a truly _____ character during the task.
4,auspicious,The _____ trait was her greatest strength in the practice session.
4,auspicious,His _____ attitude impressed the teachers in class.
4,austerity,During the difficult years families lived in _____ during the lesson.
4,austerity,The _____ was necessary but difficult at school.
4,austerity,Her family's _____ taught her to value what she had.
4,austerity,The _____ affected everyone in the community during the activity.
4,austerity,Living in _____ required careful planning in the library.
4,austerity,The _____ was temporary but challenging during the discussion.
4,austerity,Her experience of _____ made her appreciate abundance in the exercise.
4,austerity,The doctor asked about the _____ in the hallway.
4,austerity,Such _____ was unfamiliar to the children in the story.
4,austerity,The _____ required sacrifice and discipline during the task.
4,autonomous,The robot was _____ and could make its own decisions.
4,autonomous,The robot's _____ nature allowed it to make its own decisions.
4,autonomous,Her _____ spirit was important for her development in the practice session.
4,autonomous,Gaining _____ was her main goal in class.
4,autonomous,The _____ gave her confidence on the trip during the lesson.
4,autonomous,Her _____ was respected by others at school.
4,autonomous,The _____ was achieved through hard work during the activity.
4,autonomous,Such _____ was rare at her age in the library.
4,autonomous,The _____ allowed her to pursue her dreams during the discussion.
4,autonomous,Her _____ was both a blessing and a responsibility.
4,belligerent,The _____ customer shouted at the shop assistant in the exercise.
4,belligerent,The guide used a _____ approach on the journey.
4,belligerent,The _____ quality was evident immediately in the story.
4,belligerent,She showed a _____ nature that everyone admired during the task.
4,belligerent,The _____ characteristic made him stand out in the practice session.
4,belligerent,His _____ response surprised everyone that morning in class.
4,belligerent,The _____ way she acted was remarkable during the lesson.
4,belligerent,She demonstrated a truly _____ character at school.
4,belligerent,The _____ trait was her greatest strength during the activity.
4,belligerent,His _____ attitude impressed the teachers in the library.
4,benevolent,The _____ queen helped all the poor people in her kingdom.
4,benevolent,His _____ was greatly appreciated during the lesson during the discussion.
4,benevolent,She was grateful for the _____ she received in the exercise.
4,benevolent,The _____ came just when it was needed in the story.
4,benevolent,His _____ made all the difference during the task.
4,benevolent,The _____ was offered willingly and freely in the practice session.
4,benevolent,Her _____ was invaluable during the crisis in class.
4,benevolent,The _____ showed true kindness in class during the lesson.
4,benevolent,His _____ was remembered for years at school.
4,benevolent,The coach made a _____ choice in class during the activity.
4,boisterous,The _____ children ran around the playground shouting in the library.
4,boisterous,The reporter gave a _____ reply after lunch during the discussion.
4,boisterous,The _____ quality was evident immediately in the exercise.
4,boisterous,She showed a _____ nature that everyone admired in the story.
4,boisterous,The _____ characteristic made him stand out during the task.
4,boisterous,His _____ response surprised everyone at school in the practice session.
4,boisterous,The _____ way she acted was remarkable in class.
4,boisterous,She demonstrated a truly _____ character during the lesson.
4,boisterous,The _____ trait was her greatest strength at school.
4,boisterous,His _____ attitude impressed the teachers during the activity.
4,calamity,The flood was a _____ that destroyed many homes.
4,calamity,Such a _____ had never been seen before in the library.
4,calamity,The _____ affected the entire region during the discussion.
4,calamity,Her family survived the _____ but lost everything in the exercise.
4,calamity,The _____ required immediate action during the match in the story.
4,calamity,Such a _____ was devastating on the trip during the task.
4,calamity,The _____ brought out the best in people in the practice session.
4,calamity,Recovering from the _____ took years in class.
4,calamity,The _____ was a turning point for the community.
4,calamity,Such a _____ tested everyone's resilience during the lesson.
4,cantankerous,The _____ old man complained about everything at school.
4,cantankerous,His _____ nature made him difficult to work with.
4,cantankerous,The _____ customer argued with every employee during the activity.
4,cantankerous,Her _____ behaviour annoyed her classmates in the library.
4,cantankerous,The musician made a _____ choice before sunset during the discussion.
4,cantankerous,His _____ attitude prevented cooperation that morning in the exercise.
4,cantankerous,The _____ neighbour was always complaining in the story.
4,cantankerous,Her _____ manner made others avoid her during the task.
4,cantankerous,The _____ character was unpopular during the lesson in the practice session.
4,cantankerous,The _____ quality was remarkable in class in class.
4,capricious,The _____ weather changed from sunny to stormy in minutes.
4,capricious,Her _____ mood made it hard to know how she felt.
4,capricious,The _____ nature of the situation was challenging during the lesson.
4,capricious,His _____ behaviour confused his friends at school.
4,capricious,The _____ conditions made planning difficult during the activity.
4,capricious,She had a _____ personality that kept everyone guessing.
4,capricious,The _____ pattern didn't follow any rules in the library.
4,capricious,His _____ decisions were hard to understand during the discussion.
4,capricious,The _____ character of the story kept readers engaged.
4,capricious,She found his _____ attitude frustrating in the exercise.
4,caricature,The artist drew a _____ of the politician with a huge nose.
4,caricature,Her _____ made everyone laugh at school in the story.
4,caricature,The _____ exaggerated his features comically during the task.
4,caricature,Creating a _____ was her favourite art activity in the practice session.
4,caricature,The _____ was both funny and recognisable in class.
4,caricature,Her _____ showed her sense of humour during the lesson.
4,caricature,The _____ was displayed in the school art show.
4,caricature,Drawing a _____ required observation skills at school.
4,caricature,The _____ captured the subject's essence humorously during the activity.
4,caricature,Her _____ was praised by the art teacher in the library.
4,charismatic,The _____ leader inspired everyone to work harder during the discussion.
4,charismatic,Her _____ smile won over the entire audience in the exercise.
4,charismatic,His _____ personality made him very popular in the story.
4,charismatic,The _____ speaker held everyone's attention during the task.
4,charismatic,Her _____ way of speaking was captivating in the practice session.
4,charismatic,He had a _____ presence that drew people to him.
4,charismatic,The _____ teacher made learning enjoyable in class.
4,charismatic,Her _____ character made her a natural leader during the lesson.
4,charismatic,His _____ qualities impressed everyone he met at school.
4,charismatic,The _____ performance moved the entire audience during the activity.
4,chivalrous,The _____ knight helped the lady onto her horse.
4,chivalrous,His _____ behaviour impressed everyone at the event in the library.
4,chivalrous,She showed a _____ attitude towards her elders during the discussion.
4,chivalrous,The _____ gesture was appreciated by everyone in the exercise.
4,chivalrous,His _____ manners were taught by his parents in the story.
4,chivalrous,She demonstrated _____ respect for others during the task.
4,chivalrous,The _____ act of kindness was remembered for years.
4,chivalrous,His _____ character made him a role model in the practice session.
4,chivalrous,She was praised for her _____ and polite behaviour.
4,chivalrous,The _____ way he treated others was admirable in class.
4,chronology,The historian studied the _____ of the war during the lesson.
4,chronology,The _____ was important for understanding the situation at school.
4,chronology,Her _____ impressed everyone who knew her during the activity.
4,chronology,The _____ became clear as the story unfolded in the library.
4,chronology,His _____ was evident from his actions during the discussion.
4,chronology,The _____ made a significant difference in the exercise.
4,chronology,Her _____ was appreciated by everyone in the story.
4,chronology,The _____ was the key to solving the problem.
4,chronology,His _____ showed his true character during the task.
4,chronology,The _____ was remembered for years in the practice session.
4,coincidence,It was a _____ that they both wore the same dress.
4,coincidence,The _____ was important for understanding the situation in class.
4,coincidence,Her _____ impressed everyone who knew her during the lesson.
4,coincidence,The _____ became clear as the story unfolded at school.
4,coincidence,His _____ was evident from his actions during the activity.
4,coincidence,The _____ made a significant difference in the library.
4,coincidence,Her _____ was appreciated by everyone during the discussion.
4,coincidence,The _____ was the key to solving the problem.
4,coincidence,His _____ showed his true character in the exercise.
4,coincidence,The _____ was remembered for years in the story.
4,colloquial,The book used _____ language that children could understand.
4,colloquial,The mayor wrote a _____ answer on the stage.
4,colloquial,The _____ quality was evident immediately during the task.
4,colloquial,She showed a _____ nature that everyone admired in the practice session.
4,colloquial,The _____ characteristic made him stand out in class.
4,colloquial,His _____ response surprised everyone during the match during the lesson.
4,colloquial,The _____ way she acted was remarkable at school.
4,colloquial,She demonstrated a truly _____ character during the activity.
4,colloquial,The _____ trait was her greatest strength in the library.
4,colloquial,His _____ attitude impressed the teachers during the discussion.
4,competition,The swimming _____ was won by a new champion.
4,competition,Entering the _____ was her dream in the exercise.
4,competition,The _____ attracted participants from many schools in the story.
4,competition,Winning the _____ required dedication on the trip during the task.
4,competition,The _____ was fierce but fair in the practice session.
4,competition,Her performance in the _____ was outstanding in class.
4,competition,The _____ tested all their skills during the lesson.
4,competition,Participating in the _____ was valuable experience at school.
4,competition,The _____ brought out the best in everyone during the activity.
4,competition,Her victory in the _____ was celebrated in the library.
4,complacent,The team became _____ after winning several matches during the discussion.
4,complacent,His _____ attitude prevented him from improving in the exercise.
4,complacent,She was too _____ with her current progress in the story.
4,complacent,The _____ student stopped working hard during the task.
4,complacent,His _____ behaviour annoyed his teammates in the practice session.
4,complacent,She realised she had become _____ and needed to try harder.
4,complacent,The _____ approach led to their eventual failure in class.
4,complacent,His _____ nature was his biggest weakness during the lesson.
4,complacent,She warned against becoming _____ after success at school.
4,complacent,The _____ team was surprised by their defeat during the activity.
4,complaisant,The _____ assistant helped with every request in the library.
4,complaisant,Her _____ nature made her popular during the discussion.
4,complaisant,His _____ attitude was appreciated by everyone in the exercise.
4,complaisant,The _____ student always followed instructions in the story.
4,complaisant,Her _____ behaviour showed good manners during the task.
4,complaisant,The _____ way she acted was pleasant in the practice session.
4,complaisant,His _____ response was helpful that morning in class.
4,complaisant,The _____ character was well-liked during the lesson during the lesson.
4,complaisant,Her _____ nature made her easy to work with.
4,complaisant,The _____ quality was remarkable in class at school.
4,compliance,The school required _____ with the uniform policy during the activity.
4,compliance,Her _____ was appreciated by the teachers in the library.
4,compliance,The _____ made everything run smoothly during the discussion.
4,compliance,Ensuring _____ was important at school in the exercise.
4,compliance,The _____ was expected but not always given in the story.
4,compliance,Her _____ showed respect for the rules during the task.
4,compliance,The _____ was necessary for order in the practice session.
4,compliance,Lack of _____ caused problems during the match in class.
4,compliance,The _____ was voluntary but encouraged during the lesson.
4,compliance,Her _____ set a good example at school.
4,complicity,Her _____ in the scheme was proven by the evidence.
4,complicity,The _____ was difficult to prove during the activity.
4,complicity,His _____ shocked everyone who knew him in the library.
4,complicity,The _____ was revealed during the investigation during the discussion.
4,complicity,Such _____ was unexpected on the trip in the exercise.
4,complicity,Her _____ was unintentional but still wrong in the story.
4,complicity,The _____ made her an accomplice during the task.
4,complicity,His _____ was clear from the evidence in the practice session.
4,complicity,The _____ was a serious matter in class.
4,complicity,The judge pointed out the _____ during the match.
4,compliment,She received many _____ on her beautiful dress during the lesson.
4,compliment,His _____ made her smile that morning at school.
4,compliment,The _____ was sincere and appreciated during the activity.
4,compliment,Giving a _____ was a kind gesture in the library.
4,compliment,The _____ boosted her confidence during the lesson during the discussion.
4,compliment,Her _____ was well-received in class in the exercise.
4,compliment,The _____ was unexpected but welcome in the story.
4,compliment,Such a _____ was rare at school during the task.
4,compliment,The _____ showed good manners during the match in the practice session.
4,compliment,Her _____ was genuine on the trip in class.
4,composition,The student wrote a _____ about her summer holiday.
4,composition,Her _____ was chosen for the school magazine during the lesson.
4,composition,The _____ impressed the English teacher at school.
4,composition,Writing a _____ was her favourite homework during the activity.
4,composition,The _____ showed her creative talent in the library.
4,composition,His sister pointed out the _____ at home during the discussion.
4,composition,The _____ won first prize in the competition in the exercise.
4,composition,Creating a _____ required careful thought in the story.
4,composition,The _____ demonstrated her writing skills during the task.
4,composition,Her _____ was published in the school newsletter in the practice session.
4,conceivable,Every _____ option was considered before deciding in class.
4,conceivable,The _____ scenarios were discussed that morning during the lesson.
4,conceivable,Her _____ was limited only by imagination at school.
4,conceivable,Exploring every _____ was important during the lesson during the activity.
4,conceivable,The _____ outcomes were many in class in the library.
4,conceivable,Her _____ was creative and thorough during the discussion.
4,conceivable,Considering every _____ was wise at school in the exercise.
4,conceivable,The _____ solutions were evaluated during the match in the story.
4,conceivable,Her _____ was impressive on the trip during the task.
4,conceivable,Every _____ was worth exploring that morning in the practice session.
4,conclusion,The _____ of the story surprised everyone in the long term.
4,conclusion,Reaching a _____ took time during the lesson during the lesson.
4,conclusion,Her _____ was well thought out at school.
4,conclusion,The _____ was unexpected in class during the activity.
4,conclusion,Coming to a _____ was difficult in the library.
4,conclusion,The _____ satisfied everyone at school during the discussion.
4,conclusion,Her _____ was final during the match in the exercise.
4,conclusion,The _____ was reached after discussion in the story.
4,conclusion,Such a _____ was inevitable on the trip during the task.
4,conclusion,The _____ was clear and decisive in the practice session.
4,conclusive,The _____ evidence proved he was innocent in class.
4,conclusive,The reporter gave a _____ reply after lunch during the lesson.
4,conclusive,The _____ quality was evident immediately at school.
4,conclusive,She showed a _____ nature that everyone admired during the activity.
4,conclusive,The _____ characteristic made him stand out in the library.
4,conclusive,His _____ response surprised everyone that morning during the discussion.
4,conclusive,The _____ way she acted was remarkable in the exercise.
4,conclusive,She demonstrated a truly _____ character in the story.
4,conclusive,The _____ trait was her greatest strength during the task.
4,conclusive,His _____ attitude impressed the teachers in the practice session.
4,condescension,His _____ towards the younger students was rude in class.
4,condescension,The teacher noticed the _____ during assembly during the lesson.
4,condescension,The _____ quality was evident immediately at school.
4,condescension,She showed a _____ nature that everyone admired during the activity.
4,condescension,The _____ characteristic made him stand out in the library.
4,condescension,His _____ response surprised everyone during the lesson during the discussion.
4,condescension,The _____ way she acted was remarkable in the exercise.
4,condescension,She demonstrated a truly _____ character in the story.
4,condescension,The _____ trait was her greatest strength during the task.
4,condescension,His _____ attitude impressed the teachers in the practice session.
4,conscience,Her _____ told her to return the lost wallet.
4,conscience,His _____ prevented him from cheating in class.
4,conscience,The _____ was strong in her during the lesson.
4,conscience,Listening to her _____ was important at school.
4,conscience,His _____ guided his decisions in class during the activity.
4,conscience,The _____ made her do the right thing in the library.
4,conscience,Her _____ was clear and strong during the discussion.
4,conscience,The _____ was her moral compass in the exercise.
4,conscience,Such a _____ was admirable at school in the story.
4,conscience,Her _____ never failed her during the match during the task.
4,conscientious,The _____ student always checked her work twice in the practice session.
4,conscientious,The reporter asked a _____ question after lunch in class.
